student_id,y1_gpa_mean,y1_gpa_min,y1_gpa_max,y1_gpa_std,y1_cgpa_end,y1_cgpa_min,y1_gpa_trend,y1_courses_taken,y1_fail_count,y1_risk_count,y1_a_count,y1_avg_grade_point,y1_fail_rate,y1_risk_rate,y1_a_rate,y1_ever_probation,y1_incomplete_data
S093bceef9354a5e0,2.12,1.63,2.61,0.6929646455628163,2.15,1.63,0.98,10.0,0.0,2.0,0.0,1.95,0.0,0.2,0.0,1,0
S0993c1aea1cd71a0,3.88,3.88,3.88,0.0,3.88,3.88,0.0,4.0,0.0,0.0,3.0,3.875,0.0,0.0,0.75,0,1
S09b948ba35d3dd11,3.5,3.5,3.5,0.0,3.5,3.5,0.0,5.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0,1
S09c397adc7559d5c,3.72,3.72,3.72,0.0,3.72,3.72,0.0,6.0,0.0,0.0,3.0,3.0833333333333335,0.0,0.0,0.5,0,1
S09e68568f9c77cb9,2.88,2.88,2.88,0.0,2.88,2.88,0.0,5.0,0.0,1.0,2.0,2.3,0.0,0.2,0.4,0,1
S09f4fd668c5c47f5,1.13,1.13,1.13,0.0,1.13,1.13,0.0,5.0,1.0,3.0,0.0,0.9,0.2,0.6,0.0,1,1
S0a099cfff02b0e00,3.5,3.5,3.5,0.0,3.5,3.5,0.0,5.0,0.0,0.0,1.0,2.8,0.0,0.0,0.2,0,1
S0a1048bd6cebfedf,3.0,3.0,3.0,0.0,3.0,3.0,0.0,5.0,0.0,1.0,1.0,2.4,0.0,0.2,0.2,0,1
S0a277e321a152203,2.13,2.13,2.13,0.0,2.13,2.13,0.0,5.0,1.0,0.0,0.0,1.7,0.2,0.0,0.0,0,1
S0a41dffdb2fcf6f8,3.22,3.22,3.22,0.0,3.22,3.22,0.0,6.0,0.0,0.0,1.0,2.75,0.0,0.0,0.16666666666666666,0,1
S0a575a00438b167f,2.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,1.3333333333333333,0.0,0.3333333333333333,0.0,0,1
S0a71bb9edb02e129,1.445,0.75,2.14,0.9828784258493012,1.4,0.75,1.3900000000000001,9.0,3.0,1.0,0.0,1.2777777777777777,0.3333333333333333,0.1111111111111111,0.0,1,0
S0a92af3aa3f7d237,3.5,3.5,3.5,0.0,3.5,3.5,0.0,5.0,0.0,0.0,2.0,2.8,0.0,0.0,0.4,0,1
S0a9e6f77e157553a,3.25,3.25,3.25,0.0,3.25,3.25,0.0,5.0,0.0,0.0,1.0,2.6,0.0,0.0,0.2,0,1
S0abbf2fdff2da5ce,3.0,3.0,3.0,0.0,3.0,3.0,0.0,5.0,0.0,1.0,0.0,2.4,0.0,0.2,0.0,0,1
S0ac7ac7bf58857fc,3.25,3.25,3.25,0.0,3.25,3.25,0.0,5.0,0.0,0.0,1.0,2.6,0.0,0.0,0.2,0,1
S0aef8c0ca72b501d,3.89,3.89,3.89,0.0,3.89,3.89,0.0,6.0,0.0,0.0,4.0,3.25,0.0,0.0,0.6666666666666666,0,1
S0affeab25c8ed11d,2.75,2.75,2.75,0.0,2.75,2.75,0.0,5.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0,1
S0b0f8768363d35fe,3.38,3.38,3.38,0.0,3.38,3.38,0.0,5.0,0.0,0.0,2.0,2.7,0.0,0.0,0.4,0,1
S0b236bdeced5938f,2.88,2.88,2.88,0.0,2.88,2.88,0.0,5.0,0.0,1.0,0.0,2.3,0.0,0.2,0.0,0,1
S0b2d92652f8aa7b8,3.17,3.17,3.17,0.0,3.17,3.17,0.0,6.0,0.0,0.0,2.0,2.6666666666666665,0.0,0.0,0.3333333333333333,0,1
S0b62231f49e54ba1,4.0,4.0,4.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,4.0,3.2,0.0,0.0,0.8,0,1
S0b67c0738d714d1b,2.63,2.63,2.63,0.0,2.63,2.63,0.0,5.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0,1
S0be8d0afa69feedc,2.3,1.71,2.89,0.834386001800126,2.42,2.42,-1.1800000000000002,,0.0,0.0,0.0,,,,,0,0
S0c074a6194075595,2.88,2.88,2.88,0.0,2.88,2.88,0.0,5.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0,1
S0c20848362c9c26b,3.38,3.38,3.38,0.0,3.38,3.38,0.0,5.0,0.0,0.0,1.0,2.7,0.0,0.0,0.2,0,1
S0c40ba4e04343869,3.17,3.17,3.17,0.0,3.17,3.17,0.0,6.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0,1
S0c5962cfdb63028f,3.5,3.5,3.5,0.0,3.5,3.5,0.0,1.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0,1
S0c5fab5d4fc153ab,2.5,2.5,2.5,0.0,2.5,2.5,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,1
S0c697754d1149853,2.88,2.88,2.88,0.0,2.88,2.88,0.0,5.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0,1
S0c7916fffffc2bfe,3.38,3.38,3.38,0.0,3.38,3.38,0.0,5.0,0.0,0.0,1.0,2.7,0.0,0.0,0.2,0,1
S0c7f8dd18895d778,2.835,2.5,3.17,0.4737615433949868,2.85,2.5,0.6699999999999999,10.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0,0
S0c83b2726c438018,3.0,3.0,3.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,1.0,2.4,0.0,0.0,0.2,0,1
S0c9a35e68e26160d,3.17,3.17,3.17,0.0,3.17,3.17,0.0,6.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0,1
S0ccec9dc1606a35a,3.0,3.0,3.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,1.0,2.4,0.0,0.0,0.2,0,1
S0cd50206cd40917d,3.415,3.0,3.83,0.5868986283848344,3.44,3.0,0.8300000000000001,10.0,0.0,0.0,4.0,3.1,0.0,0.0,0.4,0,0
S0cd8cbda6e48de81,3.525,3.38,3.67,0.2050609665440988,3.53,3.38,0.29000000000000004,10.0,0.0,0.0,3.0,3.2,0.0,0.0,0.3,0,0
S0cd9bf47942e5333,3.61,3.61,3.61,0.0,3.61,3.61,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.16666666666666666,0,1
S0cd9e0ba95928b9e,3.75,3.75,3.75,0.0,3.75,3.75,0.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,0.4,0,1
S0ce29c7eab04a9c8,2.75,2.75,2.75,0.0,2.75,2.75,0.0,5.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0,1
S0ce5fb55a516b3ce,2.375,2.25,2.5,0.1767766952966369,2.38,2.25,0.25,10.0,0.0,2.0,0.0,2.15,0.0,0.2,0.0,0,0
S0ce6cdbfe9d36b69,2.8,2.72,2.88,0.11313708498984723,2.79,2.79,-0.1599999999999997,10.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0,0
S0cf61077f8f0796e,2.23,2.13,2.33,0.14142135623730964,2.24,2.13,0.20000000000000018,10.0,0.0,3.0,0.0,2.05,0.0,0.3,0.0,0,0
S0cfbfc8281748371,3.88,3.88,3.88,0.0,3.88,3.88,0.0,5.0,0.0,0.0,3.0,3.1,0.0,0.0,0.6,0,1
S0d479aff3dee9ea9,3.625,3.5,3.75,0.1767766952966369,3.62,3.62,-0.25,10.0,0.0,0.0,4.0,3.2,0.0,0.0,0.4,0,0
S0d49e1245e7e04d6,2.88,2.88,2.88,0.0,2.88,2.88,0.0,5.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0,1
S0d6cee51300d8214,2.495,2.38,2.61,0.16263455967290577,2.5,2.38,0.22999999999999998,10.0,0.0,1.0,0.0,2.25,0.0,0.1,0.0,0,0
S0d7e2359a18a36da,2.0,2.0,2.0,0.0,2.0,2.0,0.0,5.0,1.0,0.0,0.0,1.6,0.2,0.0,0.0,0,1
S0d8a96e094653852,3.28,3.28,3.28,0.0,3.28,3.28,0.0,6.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0,1
S0dab0aa7cc03d296,3.75,3.75,3.75,0.0,3.75,3.75,0.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.6,0,1
S0db10ac1abdb585f,1.775,1.38,2.17,0.5586143571373726,2.03,1.38,0.79,10.0,1.0,2.0,0.0,1.65,0.1,0.2,0.0,1,0
S0dba0bff92a6465f,3.375,3.25,3.5,0.1767766952966369,3.38,3.25,0.25,10.0,0.0,0.0,3.0,3.05,0.0,0.0,0.3,0,0
S0dbf20a1f7351ec5,3.06,3.06,3.06,0.0,3.06,3.06,0.0,6.0,0.0,0.0,1.0,2.5833333333333335,0.0,0.0,0.16666666666666666,0,1
S0ddd9e8bcb82335a,3.75,3.75,3.75,0.0,3.75,3.75,0.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.6,0,1
S0de3c584c163e053,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,1,1
