student_id,target_y1_struggle,target_ajc_case,target_ajc_guilty,target_final_cgpa,target_major_success,target_ever_probation,target_extended_graduation,gender_male,is_international,offer_enrolled,intended_cs,intended_engineering,intended_business,intended_mis,needs_financial_aid,exam_wassce,exam_ib,exam_alevel,has_previous_application,disadvantaged_background,exam_source,hs_mathematics,hs_english_language,hs_best_science,hs_aggregate_score,has_elective_math
S673d0b3184da85d5,0,0,0,3.04,1,0,1,,,,,,,,,,,,,,,,,,,
S6800edb3b351258e,0,0,0,2.87,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,a_level,90.0,,,,
Sd7bd7b2fa77d28ef,0,0,0,3.78,1,0,0,,,,,,,,,,,,,,,,,,,
S47cb9986f57d13c7,0,0,0,3.88,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,90.0,90.0,88.0,1.0
Sb36348d49d12c686,0,0,0,3.35,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,80.0,78.0,1.0
S607975d1e2a86fbe,0,0,0,3.66,1,0,0,,,,,,,,,,,,,,,,,,,
S4744bd3479ab5e44,1,0,0,2.53,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,90.0,,86.0,0.0
S7bba4a8b0120cb55,0,0,0,2.54,0,0,0,,,,,,,,,,,,,,,,,,,
Sbdcb8335a20b4382,1,0,0,2.17,0,1,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,70.0,68.0,1.0
Sa1ecd57a8852c924,0,0,0,2.73,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,80.0,80.0,72.0,1.0
S6c38bb98b500fa33,0,0,0,3.52,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,90.0,84.0,1.0
Sd5667b139da6410c,0,0,0,3.01,1,0,0,,,,,,,,,,,,,,,,,,,
S11ccd012c0d81ee4,0,0,0,3.35,1,0,0,,,,,,,,,,,,,,,,,,,
S5ea40534acb98d15,0,0,0,2.59,0,0,0,,,,,,,,,,,,,,,,,,,
S6004bc4e5822281b,1,0,0,2.28,0,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,,58.0,0.0
Sed178d245660106d,0,0,0,2.9,0,0,0,,,,,,,,,,,,,,,,,,,
S317003079941b8cc,0,0,0,2.04,0,0,0,,,,,,,,,,,,,,,,,,,
S69f3b2741b04f590,0,0,0,3.79,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,
S1765c05303261762,0,0,0,3.15,1,0,0,,,,,,,,,,,,,,,,,,,
Se4dbe13d4108e4b8,0,0,0,3.87,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,90.0,90.0,88.0,1.0
Sd12571ac3ceb0a49,0,1,1,1.93,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,,70.0,0.0
S003e475aa47d58dc,0,0,0,3.07,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,90.0,90.0,82.0,1.0
S4e056a3d1de606e6,0,0,0,3.35,1,0,0,,,,,,,,,,,,,,,,,,,
Sd7bcc80621dd9a52,0,0,0,2.91,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,80.0,80.0,78.0,1.0
S651dd3e5a03d3dea,0,0,0,3.15,1,0,0,,,,,,,,,,,,,,,,,,,
S75c89373df95278a,0,0,0,3.22,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,80.0,70.0,,78.0,0.0
S96f25d7f0c324b19,0,0,0,3.51,1,0,0,,,,,,,,,,,,,,,,,,,
Sfe8179e84bfa4cc5,0,0,0,3.55,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,a_level,90.0,,,12.0,
S054a3f18a2a3eb26,0,0,0,3.98,1,0,0,,,,,,,,,,,,,,,,,,,
S416f6e932083b40d,0,0,0,2.67,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,80.0,70.0,78.0,1.0
Sa3273d806ad2a770,0,0,0,3.39,1,0,0,,,,,,,,,,,,,,,,,,,
S483558da219af6b6,0,0,0,3.32,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,90.0,82.0,1.0
S9c230d6b202a8655,0,0,0,2.97,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ib,,,42.857142857142854,66.66666666666666,
S2b7001e44e0c0a14,0,0,0,3.18,1,0,0,,,,,,,,,,,,,,wassce,90.0,80.0,,80.0,0.0
S4cf891920ed46279,0,0,0,2.56,0,0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,
Sf42f0dcc8be0a603,0,0,0,2.66,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,wassce,90.0,70.0,,74.0,0.0
S175445784892a463,0,0,0,3.35,1,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
S9a94cb9667aa7377,0,0,0,3.65,1,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,a_level,90.0,,,,
Se35450371d7d4c8d,0,0,0,2.57,0,1,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,90.0,78.0,1.0
S1b58994f844adcfb,0,0,0,2.59,0,0,0,,,,,,,,,,,,,,,,,,,
Sa74966df37a1e51e,0,0,0,3.44,1,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,a_level,,,,,
S3cfe32c09d62979d,0,0,0,3.6,1,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,
S244c4a44b551713a,0,0,0,3.82,1,0,0,,,,,,,,,,,,,,,,,,,
S942374c482c37115,0,0,0,3.03,1,0,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
S752d6a6cbf122c22,0,0,0,3.32,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,90.0,90.0,88.0,1.0
S0cd9e0ba95928b9e,0,0,0,3.69,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,90.0,82.0,1.0
S8f26fdd259e72d91,0,0,0,3.15,1,0,0,,,,,,,,,,,,,,wassce,90.0,90.0,90.0,86.0,1.0
S199667fdf08b2f78,0,0,0,3.1,1,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,wassce,80.0,70.0,,70.0,1.0
Sb4d67b42ce361fc5,0,0,0,3.7,1,0,0,,,,,,,,,,,,,,,,,,,
S2301ec11c3573d23,0,0,0,3.67,1,0,0,,,,,,,,,,,,,,,,,,,
S2ca2298ce676219b,0,0,0,2.98,0,0,0,,,,,,,,,,,,,,,,,,,
S5f8822e93b837d9c,0,0,0,3.21,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,,76.0,1.0
Sd95a7ea61aa5e281,0,0,0,2.15,0,0,0,,,,,,,,,,,,,,,,,,,
Sfbf7b9df4826f367,0,0,0,2.99,0,0,0,,,,,,,,,,,,,,a_level,,,,,
S30480b8f1b1953af,0,0,0,2.38,0,0,0,,,,,,,,,,,,,,,,,,,
S84d7d8cc0388df69,0,0,0,2.89,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
S44563ebbe0fbf155,0,0,0,2.97,0,0,0,,,,,,,,,,,,,,,,,,,
S1d2b2b22f4111122,0,0,0,3.27,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,80.0,90.0,80.0,1.0
Sb335958a6b913b31,0,0,0,2.89,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,80.0,78.0,1.0
Sa59517f937ac00f0,0,0,0,2.81,0,0,0,,,,,,,,,,,,,,,,,,,
S92393358ce94f3db,0,0,0,3.0,1,0,0,,,,,,,,,,,,,,,,,,,
S879f733cb0db5f98,0,0,0,2.47,0,0,0,,,,,,,,,,,,,,,,,,,
Sfba65dffbf1aa3bc,0,0,0,3.36,1,0,0,,,,,,,,,,,,,,,,,,,
S32d2f2d382a7f820,0,0,0,2.39,0,0,1,,,,,,,,,,,,,,,,,,,
S33c006bfe18c5f98,0,0,0,3.12,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,80.0,90.0,,82.0,1.0
S6efc8c79c92027e7,0,0,0,3.07,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
Sd4ee1df6337f918d,0,0,0,3.1,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
S3413f3baca208e65,0,0,0,3.02,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,80.0,,82.0,1.0
S516445a862820bef,0,0,0,3.72,1,0,0,,,,,,,,,,,,,,,,,,,
Sab757045084ba11e,0,1,1,2.74,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,90.0,90.0,86.0,1.0
Sa800c0e9b0f75e53,0,0,0,3.0,1,0,0,,,,,,,,,,,,,,,,,,,
S9af5b0d6c640c4b6,0,0,0,3.68,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
Sf959eb6bd6039906,0,0,0,3.1,1,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,
Sc27895c43dc5831a,0,0,0,3.68,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,80.0,,82.0,1.0
Sb5975b728ea6b927,0,0,0,3.66,1,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
S4b7de3c91161db7d,0,0,0,2.61,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,90.0,,84.0,1.0
Sb6ffe272009cd8c6,0,0,0,3.35,1,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,70.0,90.0,80.0,74.0,1.0
S680b2dac64b474c9,0,0,0,3.08,1,0,0,,,,,,,,,,,,,,,,,,,
Sb8ce3cf5ddbd56fb,0,0,0,3.07,1,0,0,,,,,,,,,,,,,,,,,,,
S3eee7868fe3fc07c,0,0,0,3.4,1,0,0,,,,,,,,,,,,,,,,,,,
Sf655c6cbbb9c04a8,0,0,0,3.86,1,0,0,,,,,,,,,,,,,,,,,,,
S7748456059d259f9,0,0,0,3.11,1,0,0,,,,,,,,,,,,,,wassce,90.0,90.0,70.0,80.0,1.0
S7898f52db8f8a67f,0,0,0,3.57,1,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,
S7dff9a920dec80a4,0,0,0,3.51,1,0,0,,,,,,,,,,,,,,,,,,,
S86744f59a9957e24,0,0,0,2.79,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,90.0,90.0,88.0,1.0
Sc6338537d20a65df,0,0,0,3.2,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Se5226cd4693d68f0,0,0,0,2.92,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,80.0,70.0,,78.0,1.0
Sbe8783c635ba19f9,0,0,0,3.06,1,0,0,,,,,,,,,,,,,,wassce,90.0,90.0,90.0,86.0,1.0
S57c44f2990a49e07,0,0,0,3.28,1,0,0,,,,,,,,,,,,,,,,,,,
S5bcfd665cd36ffde,0,0,0,2.39,0,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,60.0,70.0,62.0,1.0
Sc3add218c21b7f44,0,0,0,2.76,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,80.0,70.0,80.0,1.0
S7c5094891d06ed2e,0,0,0,2.86,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,a_level,90.0,,,,
S7c4714f6aa3ad8c7,0,0,0,3.08,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,,,
S5b1f63afde5455ad,0,0,0,3.57,1,0,0,,,,,,,,,,,,,,,,,,,
S5a3ef24cf76e1296,0,0,0,2.65,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,60.0,70.0,,58.0,1.0
S8675f9f651f92c32,0,0,0,3.53,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,90.0,,88.0,1.0
Sf64dda2b55aed1be,0,0,0,3.37,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,90.0,80.0,1.0
Sc8545f352d6b47cf,0,0,0,3.44,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,wassce,90.0,90.0,70.0,78.0,1.0
Sf2f370e9a27c64f8,0,0,0,3.54,1,0,0,,,,,,,,,,,,,,,,,,,
S7c1ca5ccfb519f49,0,0,0,3.25,1,0,0,,,,,,,,,,,,,,,,,,,
S4104669ea81d58bc,0,0,0,3.16,1,0,0,,,,,,,,,,,,,,,,,,,
Sebab5744a83ddbc6,0,0,0,3.5,1,0,0,,,,,,,,,,,,,,,,,,,
S0398f69ecdc86b5c,0,0,0,2.32,0,0,1,,,,,,,,,,,,,,,,,,,
S372edab716ec6267,0,0,0,3.41,1,0,1,,,,,,,,,,,,,,,,,,,
Sc73ecfefda52189b,0,0,0,2.59,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ib,,,28.57142857142857,60.0,
Sbc88ac1bfb8b2a51,0,0,0,3.47,1,0,0,,,,,,,,,,,,,,,,,,,
S31240801342c372a,0,0,0,2.46,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,70.0,80.0,,70.0,1.0
S6bc470c46992a74a,0,0,0,3.09,1,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,ib,,,71.42857142857143,64.44444444444444,
S2387d62e2f19b52a,0,0,0,3.68,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,a_level,90.0,,,,
Sc0bc71af319dff81,1,0,0,0.0,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,70.0,70.0,,68.0,1.0
Sf00ff530ee0cf2cb,0,0,0,3.76,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,ib,,,,77.77777777777779,
Sac04c18541f19878,0,0,0,3.41,1,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,a_level,,,,10.0,
S0c5962cfdb63028f,0,0,0,3.5,1,0,0,,,,,,,,,,,,,,,,,,,
S76e65c13d413e6f5,0,0,0,3.67,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,wassce,90.0,70.0,70.0,74.0,0.0
Saa9dde00dc09db86,0,0,0,2.71,0,0,0,,,,,,,,,,,,,,wassce,90.0,90.0,90.0,86.0,1.0
Se41ec605e86b34f5,0,0,0,2.51,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,wassce,90.0,80.0,90.0,82.0,1.0
S6bb6e5fa843580b7,0,0,0,2.92,0,0,0,,,,,,,,,,,,,,,,,,,
Sfea019092a0d1158,0,0,0,3.03,1,0,0,,,,,,,,,,,,,,,,,,,
S7195bd27d80113e0,0,0,0,4.0,1,0,0,,,,,,,,,,,,,,,,,,,
S8a6ed057e41f71df,0,0,0,3.05,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,wassce,90.0,70.0,90.0,80.0,1.0
S74468bdd6ac8939c,0,0,0,3.48,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,
S0dab0aa7cc03d296,0,0,0,3.8,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,90.0,90.0,88.0,1.0
S530a2d72f764ccee,0,0,0,2.41,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,60.0,60.0,70.0,62.0,1.0
S80a3897073de17c7,0,0,0,2.85,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,70.0,72.0,1.0
S843c72fa6fbf2976,0,0,0,3.08,1,0,0,,,,,,,,,,,,,,,,,,,
Sf672d7e12e5ea552,0,1,0,3.41,1,0,0,,,,,,,,,,,,,,,,,,,
Se1c85bab1183ae91,0,0,0,1.14,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,
S7047a4e6df5e8cf5,0,0,0,3.11,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,wassce,70.0,80.0,,78.0,0.0
S6f7d2fed47b715f2,0,0,0,3.77,1,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
Sfe6cf9b74fde39f6,0,0,0,3.47,1,0,0,,,,,,,,,,,,,,,,,,,
S97e3104679da6374,0,0,0,2.9,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ib,,,71.42857142857143,75.55555555555556,
Sa44ce87d8a079524,0,0,0,3.43,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,70.0,76.0,1.0
Scf3855b850a644a3,0,0,0,3.35,1,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,80.0,80.0,,78.0,1.0
S11a9e664507939a6,0,0,0,3.22,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,
Sd0ec19b0119ea24c,0,0,0,2.76,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
S041fed76d0180d65,0,0,0,3.24,1,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
S7c922e4a709104a0,0,0,0,3.19,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,90.0,,86.0,0.0
S6a46c7e3a2ada44c,0,0,0,3.0,1,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
S73c374a41952ea25,0,0,0,2.83,0,0,0,,,,,,,,,,,,,,,,,,,
Sb06b1dda8594c9e2,0,0,0,3.26,1,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ib,,,85.71428571428571,77.77777777777779,
S0fd3dd7a9f8484bd,0,0,0,3.41,1,0,0,,,,,,,,,,,,,,,,,,,
Sb1549d9e3f17624c,0,0,0,3.25,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,70.0,64.0,1.0
Sff3b8d94d1f50cb2,0,0,0,3.56,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,80.0,90.0,84.0,1.0
