student_id,y2_gpa_mean,y2_gpa_min,y2_gpa_max,y2_gpa_std,y2_cgpa_end,y2_cgpa_min,y2_gpa_trend,y2_courses_taken,y2_fail_count,y2_risk_count,y2_a_count,y2_avg_grade_point,y2_fail_rate,y2_risk_rate,y2_a_rate,y2_ever_probation,y2_incomplete_data
S00a315492899b463,2.9749999999999996,2.67,3.28,0.43133513652379374,3.31,3.31,-0.6099999999999999,10.0,0.0,1.0,3.0,3.05,0.0,0.1,0.3,0,0
S00b0ed5977e682fe,2.34,1.79,2.89,0.7778174593052025,2.66,2.57,1.1,9.0,0.0,2.0,1.0,2.4444444444444446,0.0,0.2222222222222222,0.1111111111111111,0,0
S00d3f377e862fdff,3.37,3.18,3.56,0.268700576850888,3.51,3.51,-0.3799999999999999,11.0,0.0,1.0,6.0,3.409090909090909,0.0,0.09090909090909091,0.5454545454545454,0,0
S00d5db36822dca23,2.86,2.44,3.28,0.5939696961966998,2.94,2.94,-0.8399999999999999,10.0,0.0,1.0,1.0,2.9,0.0,0.1,0.1,0,0
S00ea48612090d518,2.125,2.11,2.14,0.0212132034355966,1.87,1.79,-0.03000000000000025,9.0,1.0,1.0,1.0,2.2777777777777777,0.1111111111111111,0.1111111111111111,0.1111111111111111,1,0
S00edea96a80781da,2.85,2.81,2.89,0.05656854249492385,2.72,2.66,0.08000000000000007,10.0,0.0,0.0,1.0,2.95,0.0,0.0,0.1,0,0
S0104b8d59b5cb817,1.6400000000000001,1.28,2.0,0.5091168824543141,1.62,1.02,0.72,10.0,2.0,4.0,1.0,1.7,0.2,0.4,0.1,1,0
S011fae987f9707e3,2.46,2.36,2.56,0.14142135623730964,2.49,2.49,-0.20000000000000018,11.0,0.0,2.0,0.0,2.5,0.0,0.18181818181818182,0.0,0,0
S013492c95f8de35c,1.89,1.89,1.89,0.0,2.46,2.46,0.0,10.0,1.0,3.0,0.0,2.0,0.1,0.3,0.0,0,0
S0135013aafd32f75,3.64,3.56,3.72,0.1131370849898477,3.5,3.48,-0.16000000000000014,10.0,0.0,0.0,4.0,3.65,0.0,0.0,0.4,0,0
S01c1a38d8b404869,2.2199999999999998,1.94,2.5,0.3959797974644665,2.26,2.26,-0.56,9.0,0.0,2.0,0.0,2.1666666666666665,0.0,0.2222222222222222,0.0,0,0
S01cb84ace2cdfdd2,2.335,2.0,2.67,0.4737615433949868,2.64,2.63,0.6699999999999999,10.0,0.0,3.0,1.0,2.45,0.0,0.3,0.1,0,0
S01da54e779d55252,3.365,3.17,3.56,0.27577164466275345,3.47,3.45,0.3900000000000001,10.0,0.0,0.0,2.0,3.4,0.0,0.0,0.2,0,0
S01e4fa63186732d0,3.975,3.95,4.0,0.03535533905932725,3.76,3.69,-0.04999999999999982,11.0,0.0,0.0,10.0,3.9545454545454546,0.0,0.0,0.9090909090909091,0,0
S0235f729a56ee731,2.89,2.72,3.06,0.24041630560342606,3.04,3.04,-0.33999999999999986,10.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,0,0
S02461720ece27247,2.0949999999999998,2.06,2.13,0.049497474683058366,2.65,2.65,0.06999999999999984,10.0,0.0,4.0,0.0,2.1,0.0,0.4,0.0,0,0
S024917b0a2124327,2.555,2.39,2.72,0.23334523779156074,2.56,2.56,-0.33000000000000007,10.0,0.0,1.0,0.0,2.6,0.0,0.1,0.0,0,0
S024b1f4f1b45a104,4.0,4.0,4.0,0.0,3.93,3.9,0.0,10.0,0.0,0.0,10.0,4.0,0.0,0.0,1.0,0,0
S026736b16870c241,3.5250000000000004,3.33,3.72,0.27577164466275345,3.52,3.41,0.3900000000000001,10.0,0.0,0.0,4.0,3.5,0.0,0.0,0.4,0,0
S0272b7926eb03cde,2.885,2.33,3.44,0.7848885271170678,2.83,2.62,1.1099999999999999,10.0,0.0,1.0,2.0,2.95,0.0,0.1,0.2,0,0
S028f7bfe98f91c5c,3.6950000000000003,3.56,3.83,0.19091883092036802,3.75,3.75,-0.27,10.0,0.0,0.0,4.0,3.7,0.0,0.0,0.4,0,0
S02947b236b94ce1f,2.14,1.61,2.67,0.7495331880577404,2.44,2.44,-1.0599999999999998,10.0,0.0,4.0,0.0,2.2,0.0,0.4,0.0,0,0
S02a65a034b2440fc,3.7800000000000002,3.67,3.89,0.15556349186104076,3.54,3.5,-0.2200000000000002,10.0,0.0,0.0,7.0,3.75,0.0,0.0,0.7,0,0
S02c2ed814859982e,2.585,2.39,2.78,0.27577164466275333,2.83,2.77,-0.3899999999999997,10.0,0.0,1.0,1.0,2.65,0.0,0.1,0.1,0,0
S033ee0a3d43f0abe,2.615,2.56,2.67,0.07778174593051998,2.89,2.89,0.10999999999999988,10.0,0.0,1.0,0.0,2.65,0.0,0.1,0.0,0,0
S03497264bc0da9a5,3.7249999999999996,3.67,3.78,0.07778174593051998,3.62,3.59,-0.10999999999999988,10.0,0.0,0.0,5.0,3.7,0.0,0.0,0.5,0,0
S03a7dd0a38bbdd92,3.5300000000000002,3.39,3.67,0.19798989873223333,3.51,3.51,-0.2799999999999998,10.0,0.0,0.0,3.0,3.55,0.0,0.0,0.3,0,0
S03c9b60ffe971331,3.67,3.56,3.78,0.15556349186104027,3.46,3.29,0.21999999999999975,10.0,0.0,0.0,5.0,3.7,0.0,0.0,0.5,0,0
S03ff1c52a61cc6fc,3.385,3.33,3.44,0.0777817459305203,3.5,3.5,0.10999999999999988,10.0,0.0,0.0,2.0,3.4,0.0,0.0,0.2,0,0
S041fed76d0180d65,3.0949999999999998,3.06,3.13,0.04949747468305806,3.01,3.0,-0.06999999999999984,10.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0,0
S04455bf81dd6bcd9,3.76,3.64,3.88,0.16970562748477108,3.65,3.65,-0.23999999999999977,11.0,0.0,0.0,7.0,3.772727272727273,0.0,0.0,0.6363636363636364,0,0
S0497d986778b74f7,2.8899999999999997,2.67,3.11,0.3111269837220807,2.86,2.86,-0.43999999999999995,10.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0,0
S04a8a0adc169528c,3.08,2.83,3.33,0.3535533905932738,3.13,3.13,-0.5,10.0,0.0,0.0,1.0,3.05,0.0,0.0,0.1,0,0
S04ce5dbb6cd4c844,3.235,3.11,3.36,0.1767766952966369,3.19,3.19,-0.25,9.0,0.0,0.0,0.0,3.2222222222222223,0.0,0.0,0.0,0,0
S04d30a6f446f7bb6,3.3899999999999997,3.28,3.5,0.15556349186104043,3.25,3.23,-0.2200000000000002,9.0,0.0,0.0,1.0,3.3333333333333335,0.0,0.0,0.1111111111111111,0,0
S04d55add82b650ca,3.11,2.61,3.61,0.7071067811865476,2.94,2.71,1.0,10.0,0.0,0.0,2.0,3.15,0.0,0.0,0.2,0,0
S04f582be572dabfe,3.5149999999999997,3.25,3.78,0.3747665940288702,3.07,2.82,0.5299999999999998,10.0,0.0,1.0,4.0,3.45,0.0,0.1,0.4,0,0
S04f5ab171075326d,2.505,2.44,2.57,0.0919238815542511,2.42,2.4,-0.1299999999999999,9.0,0.0,2.0,0.0,2.4444444444444446,0.0,0.2222222222222222,0.0,0,0
S05382a66ab179321,3.5949999999999998,3.44,3.75,0.21920310216782962,3.54,3.54,-0.31000000000000005,10.0,0.0,0.0,5.0,3.65,0.0,0.0,0.5,0,0
S05696f42268bd20c,3.3049999999999997,2.83,3.78,0.6717514421272202,3.13,2.9,0.9499999999999997,10.0,0.0,0.0,3.0,3.35,0.0,0.0,0.3,0,0
S058d588e90689c7b,2.8049999999999997,2.28,3.33,0.7424621202458752,2.77,2.56,1.0500000000000003,10.0,0.0,1.0,2.0,2.9,0.0,0.1,0.2,0,0
S05b6caa3c4ed9c1c,3.0549999999999997,3.0,3.11,0.07778174593051998,3.06,3.06,-0.10999999999999988,11.0,0.0,0.0,2.0,3.090909090909091,0.0,0.0,0.18181818181818182,0,0
S05db033900c6a235,3.6950000000000003,3.67,3.72,0.03535533905932741,3.64,3.61,0.050000000000000266,10.0,0.0,0.0,5.0,3.7,0.0,0.0,0.5,0,0
S05e1766d9d91de46,3.4749999999999996,3.28,3.67,0.27577164466275345,3.21,3.19,-0.3900000000000001,10.0,0.0,0.0,4.0,3.5,0.0,0.0,0.4,0,0
S05eb10dac2ff14b4,2.58,2.44,2.72,0.19798989873223347,2.66,2.66,-0.28000000000000025,10.0,0.0,2.0,1.0,2.65,0.0,0.2,0.1,0,0
S060591bfe89d4f7e,3.9450000000000003,3.89,4.0,0.0777817459305203,3.92,3.92,-0.10999999999999988,10.0,0.0,0.0,9.0,3.95,0.0,0.0,0.9,0,0
S0606990f18ce9e31,1.7999999999999998,1.39,2.21,0.5798275605729689,1.83,1.83,-0.8200000000000001,9.0,1.0,3.0,0.0,1.7222222222222223,0.1111111111111111,0.3333333333333333,0.0,1,0
S060df0e6632becac,2.47,2.22,2.72,0.3535533905932738,2.46,2.33,0.5,10.0,0.0,1.0,0.0,2.55,0.0,0.1,0.0,0,0
S061a156026c49303,3.1100000000000003,3.0,3.22,0.15556349186104076,3.15,3.15,-0.2200000000000002,10.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0,0
S061ef32e387ea65d,2.915,2.33,3.5,0.8273149339882605,2.69,2.43,1.17,10.0,1.0,0.0,4.0,3.0,0.1,0.0,0.4,0,0
S062a863eea913e8a,3.8600000000000003,3.83,3.89,0.042426406871192736,3.93,3.93,0.06000000000000005,10.0,0.0,0.0,7.0,3.85,0.0,0.0,0.7,0,0
S0649cc408d01a92b,3.36,3.28,3.44,0.1131370849898477,3.43,3.43,-0.16000000000000014,10.0,0.0,0.0,1.0,3.4,0.0,0.0,0.1,0,0
S064c9fbc31153861,2.75,2.56,2.94,0.268700576850888,2.84,2.84,-0.3799999999999999,10.0,0.0,1.0,1.0,2.75,0.0,0.1,0.1,0,0
S066c9984b17371d9,2.9699999999999998,2.94,3.0,0.042426406871192736,3.1,3.1,-0.06000000000000005,10.0,0.0,1.0,1.0,2.95,0.0,0.1,0.1,0,0
S06729636df576a83,1.5550000000000002,0.89,2.22,0.9404520189781083,2.0,1.88,1.33,10.0,3.0,1.0,0.0,1.55,0.3,0.1,0.0,1,0
S06735f31ccb05659,3.22,3.22,3.22,0.0,3.33,3.33,0.0,10.0,0.0,0.0,1.0,3.25,0.0,0.0,0.1,0,0
S06932e8bf7bb2709,1.615,1.56,1.67,0.07778174593052013,2.03,2.03,-0.10999999999999988,10.0,3.0,1.0,1.0,1.75,0.3,0.1,0.1,0,0
S069964274d35f1bf,3.8899999999999997,3.78,4.0,0.15556349186104076,3.86,3.81,0.2200000000000002,10.0,0.0,0.0,9.0,3.9,0.0,0.0,0.9,0,0
S06e5242d6639ad78,3.385,3.33,3.44,0.0777817459305203,3.38,3.35,0.10999999999999988,10.0,0.0,0.0,4.0,3.45,0.0,0.0,0.4,0,0
S06ee9f38ef863d07,3.6950000000000003,3.56,3.83,0.19091883092036802,3.73,3.73,-0.27,10.0,0.0,0.0,5.0,3.7,0.0,0.0,0.5,0,0
S06f110fd8dcc3721,2.5549999999999997,2.11,3.0,0.6293250352560272,2.71,2.71,-0.8900000000000001,10.0,0.0,1.0,0.0,2.6,0.0,0.1,0.0,0,0
S06f8d389db3c06f2,3.5549999999999997,3.5,3.61,0.07778174593051998,3.5,3.5,-0.10999999999999988,10.0,0.0,0.0,4.0,3.55,0.0,0.0,0.4,0,0
S06fa7d3f35e77cea,3.8049999999999997,3.78,3.83,0.03535533905932772,3.83,3.82,0.050000000000000266,10.0,0.0,0.0,8.0,3.75,0.0,0.0,0.8,0,0
S071f19925dc23d15,2.6550000000000002,2.17,3.14,0.6858935777509514,2.66,2.66,-0.9700000000000002,9.0,0.0,0.0,1.0,2.6666666666666665,0.0,0.0,0.1111111111111111,0,0
S0727b8bf7458ccb5,1.8850000000000002,1.57,2.2,0.44547727214752497,1.98,1.81,0.6300000000000001,7.0,0.0,3.0,0.0,1.9285714285714286,0.0,0.42857142857142855,0.0,1,1
S07304927cbdbfcbf,3.78,3.78,3.78,0.0,3.78,3.78,0.0,10.0,0.0,0.0,6.0,3.8,0.0,0.0,0.6,0,0
S073f73ac19778436,2.5300000000000002,2.5,2.56,0.04242640687119305,2.8,2.8,-0.06000000000000005,10.0,0.0,2.0,0.0,2.6,0.0,0.2,0.0,0,0
S07870fee857fbb4a,0.78,0.0,1.56,1.1030865786510142,1.72,1.72,-1.56,6.0,3.0,0.0,0.0,1.4166666666666667,0.5,0.0,0.0,1,1
S078ea5213eb57d99,1.52,0.93,2.11,0.834386001800126,1.67,1.67,-1.1799999999999997,9.0,2.0,3.0,0.0,1.6666666666666667,0.2222222222222222,0.3333333333333333,0.0,1,0
S07a59ddd1343a129,2.91,2.39,3.43,0.7353910524340095,2.94,2.94,-1.04,9.0,0.0,0.0,1.0,2.8333333333333335,0.0,0.0,0.1111111111111111,0,0
S07df034cde3c56b3,3.0549999999999997,2.78,3.33,0.3889087296526015,2.93,2.8,0.5500000000000003,10.0,0.0,1.0,0.0,3.05,0.0,0.1,0.0,0,0
S07fd61e0a8b711c4,2.84,2.5,3.18,0.4808326112068526,2.99,2.9,0.6800000000000002,11.0,0.0,1.0,2.0,2.9545454545454546,0.0,0.09090909090909091,0.18181818181818182,0,0
S083cd59bb39bd338,3.185,3.15,3.22,0.049497474683058526,3.18,3.18,-0.07000000000000028,11.0,0.0,0.0,1.0,3.1818181818181817,0.0,0.0,0.09090909090909091,0,0
S083d30bd7bfadf7c,1.925,1.35,2.5,0.8131727983645296,2.09,2.09,-1.15,11.0,1.0,4.0,0.0,1.9090909090909092,0.09090909090909091,0.36363636363636365,0.0,0,0
S0850ae3c97767f44,2.7750000000000004,2.33,3.22,0.6293250352560276,2.83,2.83,-0.8900000000000001,10.0,0.0,1.0,1.0,2.8,0.0,0.1,0.1,0,0
S08727a6da860b1c4,2.89,2.56,3.22,0.4666904755831215,2.7,2.52,0.6600000000000001,10.0,0.0,1.0,1.0,2.95,0.0,0.1,0.1,0,0
S0877f1db5db965e4,3.3049999999999997,3.11,3.5,0.2757716446627538,3.11,2.96,0.3900000000000001,10.0,0.0,0.0,1.0,3.3,0.0,0.0,0.1,0,0
S08891e1f7b261641,2.725,2.39,3.06,0.4737615433949868,3.0,2.98,0.6699999999999999,10.0,1.0,0.0,0.0,2.8,0.1,0.0,0.0,0,0
S089e85c637908d0d,3.56,3.56,3.56,0.0,3.63,3.63,0.0,10.0,0.0,0.0,5.0,3.6,0.0,0.0,0.5,0,0
S08aad1835af6aaa2,2.75,2.5,3.0,0.3535533905932738,2.9,2.9,-0.5,10.0,0.0,1.0,1.0,2.8,0.0,0.1,0.1,0,0
S08b1acd8bd4aba7f,3.05,2.72,3.38,0.4666904755831213,3.16,3.1,0.6599999999999997,10.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0,0
S08b86710b5b1e84d,2.5,2.28,2.72,0.3111269837220812,2.46,2.46,-0.4400000000000004,10.0,0.0,2.0,0.0,2.55,0.0,0.2,0.0,0,0
S08cc9fd055533bee,2.365,2.06,2.67,0.43133513652379374,2.53,2.48,0.6099999999999999,10.0,0.0,2.0,0.0,2.45,0.0,0.2,0.0,0,0
S08e8d549b2cce033,1.7799999999999998,1.67,1.89,0.15556349186104035,1.83,1.83,-0.21999999999999997,10.0,1.0,4.0,0.0,1.85,0.1,0.4,0.0,1,0
S08f4ae073d206d06,3.6950000000000003,3.39,4.0,0.43133513652379407,3.56,3.56,-0.6099999999999999,10.0,0.0,0.0,7.0,3.7,0.0,0.0,0.7,0,0
S08ff416d8a9d7a4e,2.35,1.43,3.27,1.3010764773832475,2.63,2.63,-1.84,10.0,1.0,3.0,3.0,2.5,0.1,0.3,0.3,0,0
S090b75dafef4cdf0,3.9450000000000003,3.89,4.0,0.0777817459305203,3.92,3.92,-0.10999999999999988,10.0,0.0,0.0,9.0,3.95,0.0,0.0,0.9,0,0
S090d00b6dc6e8b64,3.91,3.82,4.0,0.12727922061357883,3.88,3.88,-0.18000000000000016,11.0,0.0,0.0,10.0,3.909090909090909,0.0,0.0,0.9090909090909091,0,0
S093b143d714609bb,1.4649999999999999,1.0,1.93,0.657609306503489,1.6,1.6,-0.9299999999999999,9.0,1.0,5.0,0.0,1.5,0.1111111111111111,0.5555555555555556,0.0,1,0
S093bceef9354a5e0,2.5,2.39,2.61,0.15556349186104027,2.42,2.37,0.21999999999999975,10.0,0.0,1.0,0.0,2.55,0.0,0.1,0.0,0,0
S09b948ba35d3dd11,3.295,3.2,3.39,0.13435028842544383,3.29,3.29,-0.18999999999999995,11.0,0.0,0.0,2.0,3.227272727272727,0.0,0.0,0.18181818181818182,0,0
S09c397adc7559d5c,3.6950000000000003,3.5,3.89,0.2757716446627538,3.72,3.72,-0.3900000000000001,10.0,0.0,0.0,6.0,3.75,0.0,0.0,0.6,0,0
S09f4fd668c5c47f5,0.63,0.63,0.63,0.0,0.92,0.92,0.0,4.0,3.0,0.0,0.0,0.625,0.75,0.0,0.0,1,1
S0a099cfff02b0e00,2.69,2.44,2.94,0.3535533905932738,2.94,2.94,-0.5,10.0,0.0,1.0,0.0,2.75,0.0,0.1,0.0,0,0
S0a1048bd6cebfedf,3.275,3.11,3.44,0.23334523779156074,3.13,3.02,0.33000000000000007,10.0,0.0,0.0,4.0,3.35,0.0,0.0,0.4,0,0
S0a41dffdb2fcf6f8,3.5,3.44,3.56,0.08485281374238578,3.41,3.39,-0.1200000000000001,10.0,0.0,0.0,5.0,3.5,0.0,0.0,0.5,0,0
S0a575a00438b167f,1.835,1.67,2.0,0.23334523779156074,2.0,2.0,-0.33000000000000007,10.0,1.0,3.0,0.0,1.95,0.1,0.3,0.0,0,0
S0a71bb9edb02e129,2.33,2.22,2.44,0.15556349186104027,2.3,2.0,-0.21999999999999975,10.0,0.0,2.0,0.0,2.3,0.0,0.2,0.0,0,0
S0a92af3aa3f7d237,3.2750000000000004,3.22,3.33,0.07778174593051998,3.35,3.35,0.10999999999999988,10.0,0.0,0.0,3.0,3.25,0.0,0.0,0.3,0,0
S0a9e6f77e157553a,3.42,3.17,3.67,0.3535533905932738,3.37,3.37,-0.5,10.0,0.0,0.0,3.0,3.45,0.0,0.0,0.3,0,0
S0abbf2fdff2da5ce,2.39,2.06,2.72,0.4666904755831215,2.58,2.58,-0.6600000000000001,10.0,0.0,2.0,0.0,2.45,0.0,0.2,0.0,0,0
S0aef8c0ca72b501d,3.585,3.39,3.78,0.27577164466275333,3.69,3.69,-0.3899999999999997,10.0,0.0,0.0,5.0,3.6,0.0,0.0,0.5,0,0
S0b2d92652f8aa7b8,2.75,2.56,2.94,0.268700576850888,2.89,2.89,-0.3799999999999999,10.0,0.0,1.0,0.0,2.8,0.0,0.1,0.0,0,0
S0b62231f49e54ba1,3.3049999999999997,3.11,3.5,0.27577164466275345,3.52,3.52,-0.3900000000000001,10.0,0.0,0.0,3.0,3.35,0.0,0.0,0.3,0,0
S0b81abb678a67685,4.0,4.0,4.0,0.0,3.83,3.77,0.0,10.0,0.0,0.0,10.0,4.0,0.0,0.0,1.0,0,0
S0be8d0afa69feedc,2.19,2.0,2.38,0.268700576850888,2.35,2.27,0.3799999999999999,,0.0,0.0,0.0,,,,,0,0
S0c074a6194075595,2.6100000000000003,2.39,2.83,0.31112698372208103,2.66,2.66,-0.43999999999999995,10.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0,0
S0c20848362c9c26b,2.69,2.55,2.83,0.19798989873223347,2.96,2.96,-0.28000000000000025,11.0,0.0,1.0,0.0,2.6818181818181817,0.0,0.09090909090909091,0.0,0,0
S0c40ba4e04343869,3.5,3.5,3.5,0.0,3.39,3.33,0.0,10.0,0.0,0.0,4.0,3.5,0.0,0.0,0.4,0,0
S0c5fab5d4fc153ab,2.7199999999999998,2.44,3.0,0.3959797974644665,2.65,2.65,-0.56,10.0,0.0,3.0,2.0,2.8,0.0,0.3,0.2,0,0
S0c697754d1149853,3.3049999999999997,3.17,3.44,0.19091883092036802,3.21,3.13,0.27,10.0,0.0,0.0,2.0,3.25,0.0,0.0,0.2,0,0
S0c7916fffffc2bfe,2.92,2.78,3.06,0.19798989873223347,3.06,3.06,-0.28000000000000025,10.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,0,0
S0c7f8dd18895d778,2.83,2.72,2.94,0.15556349186104027,2.83,2.83,-0.21999999999999975,10.0,0.0,1.0,1.0,2.9,0.0,0.1,0.1,0,0
S0c9a35e68e26160d,2.75,2.28,3.22,0.664680374315355,2.89,2.89,-0.9400000000000004,10.0,0.0,2.0,2.0,2.8,0.0,0.2,0.2,0,0
S0cd50206cd40917d,3.165,2.94,3.39,0.3181980515339465,3.33,3.31,0.4500000000000002,10.0,0.0,0.0,2.0,3.2,0.0,0.0,0.2,0,0
S0cd8cbda6e48de81,3.5949999999999998,3.56,3.63,0.04949747468305806,3.56,3.56,-0.06999999999999984,10.0,0.0,0.0,6.0,3.65,0.0,0.0,0.6,0,0
S0cd9bf47942e5333,3.4749999999999996,3.28,3.67,0.27577164466275345,3.52,3.52,-0.3900000000000001,10.0,0.0,0.0,5.0,3.45,0.0,0.0,0.5,0,0
S0cd9e0ba95928b9e,3.635,3.6,3.67,0.04949747468305806,3.69,3.69,-0.06999999999999984,11.0,0.0,0.0,7.0,3.6363636363636362,0.0,0.0,0.6363636363636364,0,0
S0ce5fb55a516b3ce,1.71,1.28,2.14,0.6081118318204308,2.03,2.03,-0.8600000000000001,9.0,1.0,4.0,0.0,1.7777777777777777,0.1111111111111111,0.4444444444444444,0.0,0,0
S0cf61077f8f0796e,2.8049999999999997,2.61,3.0,0.2757716446627538,2.55,2.41,0.3900000000000001,10.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0,0
S0cfbfc8281748371,3.805,3.72,3.89,0.12020815280171303,3.83,3.79,0.16999999999999993,10.0,0.0,0.0,6.0,3.8,0.0,0.0,0.6,0,0
S0d479aff3dee9ea9,3.39,3.06,3.72,0.4666904755831215,3.51,3.44,0.6600000000000001,10.0,0.0,0.0,2.0,3.4,0.0,0.0,0.2,0,0
S0d49e1245e7e04d6,3.75,3.61,3.89,0.19798989873223347,3.46,3.4,-0.28000000000000025,10.0,0.0,0.0,6.0,3.75,0.0,0.0,0.6,0,0
S0d6cee51300d8214,2.41,2.38,2.44,0.04242640687119305,2.51,2.51,-0.06000000000000005,10.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0,0
S0d7e2359a18a36da,2.59,2.57,2.61,0.028284271247461926,2.61,2.27,0.040000000000000036,9.0,0.0,1.0,0.0,2.611111111111111,0.0,0.1111111111111111,0.0,0,0
S0d8a96e094653852,3.135,2.83,3.44,0.43133513652379374,3.19,3.19,-0.6099999999999999,10.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0,0
S0dba0bff92a6465f,3.835,3.78,3.89,0.07778174593052045,3.61,3.52,0.11000000000000032,10.0,0.0,0.0,7.0,3.85,0.0,0.0,0.7,0,0
S0dbf20a1f7351ec5,2.71,2.28,3.14,0.6081118318204312,2.85,2.85,-0.8600000000000003,9.0,0.0,2.0,0.0,2.7222222222222223,0.0,0.2222222222222222,0.0,0,0
S0ddd9e8bcb82335a,3.915,3.89,3.94,0.03535533905932725,3.87,3.82,0.04999999999999982,10.0,0.0,0.0,8.0,3.9,0.0,0.0,0.8,0,0
S0de3c584c163e053,1.9449999999999998,1.89,2.0,0.07778174593052022,1.89,1.89,-0.1100000000000001,10.0,0.0,6.0,0.0,2.05,0.0,0.6,0.0,1,0
S0e077914f084a030,2.5949999999999998,2.56,2.63,0.04949747468305806,3.07,3.07,-0.06999999999999984,10.0,0.0,1.0,0.0,2.55,0.0,0.1,0.0,0,0
S0e355b9ece6cb0af,3.17,3.17,3.17,0.0,3.0,2.94,0.0,10.0,0.0,0.0,1.0,3.15,0.0,0.0,0.1,0,0
S0ea2555265151f57,3.2750000000000004,3.14,3.41,0.19091883092036802,3.12,3.11,-0.27,12.0,0.0,0.0,3.0,3.25,0.0,0.0,0.25,0,0
S0ea36c7545f7af8b,2.295,1.78,2.81,0.728319984622144,2.51,2.43,1.03,10.0,1.0,0.0,0.0,2.4,0.1,0.0,0.0,0,0
S0eb3220f4c29ec9f,2.89,2.56,3.22,0.4666904755831215,2.81,2.81,-0.6600000000000001,10.0,0.0,1.0,1.0,2.9,0.0,0.1,0.1,0,0
S0ebdac99c5d28686,3.48,3.39,3.57,0.12727922061357835,3.44,3.44,-0.17999999999999972,9.0,0.0,0.0,2.0,3.4444444444444446,0.0,0.0,0.2222222222222222,0,0
S0f0555b17877b892,3.565,3.3,3.83,0.37476659402887036,3.43,3.43,-0.5300000000000002,11.0,0.0,0.0,4.0,3.5,0.0,0.0,0.36363636363636365,0,0
S0f3fd752f9c45eb3,3.085,3.06,3.11,0.03535533905932725,3.01,2.98,0.04999999999999982,10.0,0.0,0.0,3.0,3.15,0.0,0.0,0.3,0,0
S0f5b0baf4f707b63,2.67,2.56,2.78,0.15556349186104027,2.95,2.95,0.21999999999999975,10.0,0.0,2.0,3.0,2.8,0.0,0.2,0.3,0,0
S0f66246a16810686,3.0300000000000002,2.67,3.39,0.5091168824543145,2.7,2.38,-0.7200000000000002,10.0,0.0,1.0,1.0,3.05,0.0,0.1,0.1,0,0
S0f725033c01b97cd,3.4699999999999998,3.44,3.5,0.042426406871192736,3.4,3.38,-0.06000000000000005,10.0,0.0,0.0,2.0,3.45,0.0,0.0,0.2,0,0
S0f8b898936053bad,2.5,2.33,2.67,0.24041630560342606,2.46,2.46,-0.33999999999999986,10.0,0.0,3.0,1.0,2.55,0.0,0.3,0.1,0,0
