student_id,Yeargroup,Admission Year,Program,Semester/Year,Academic Year,Student Status,Gender,Nationality,Application Category,GPA,CGPA,is_female,is_international,needs_financial_aid,is_disadvantaged,has_previous_application,intended_cs,intended_engineering,intended_business,intended_mis,exam_type_application,exam_source,hs_math_score,hs_english_score,hs_science_score,hs_aggregate,math_track,math_track_encoded,final_cgpa,min_cgpa,max_cgpa,avg_cgpa,avg_gpa,gpa_std,min_gpa,max_gpa,final_program,student_status,total_semesters,regular_semesters,academic_years,summer_semesters,y1_gpa_mean,y1_gpa_min,y1_gpa_max,y1_cgpa_end,ajc_case_count,ajc_guilty_count,has_ajc_case,ajc_guilty,is_graduated,is_active,is_dismissed,is_withdrawn,ever_on_probation,first_year_struggle,major_success,extended_graduation,is_cs_major
S0104b8d59b5cb817,2023,2019-2020,B.Sc - Business Administration,Semester 3,2023-2024,Graduated,Male,Country0,FFP,3.17,2.31,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WASSCE - Ghana,wassce,85.0,65.0,75.0,15.0,Calculus,3,2.31,0.0,2.31,1.6166666666666667,1.8593333333333333,0.7713019296401809,0.0,3.17,B.Sc - Business Administration,Graduated,15,10,5.0,5,1.0166666666666666,0.0,2.25,0.87,0,0,0,0,1,0,0,0,1,1,0,1,0
S0119853eaee4a3c5,2028,2024-2025,B.Sc - Electrical and Electronic Engineering,Semester 3,2024-2025,Active,Female,Country0,FFP,3.0,3.07,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,WASSCE - Ghana,wassce,95.0,75.0,,13.0,Calculus,3,3.07,2.63,3.07,2.8499999999999996,2.815,0.26162950903902266,2.63,3.0,B.Sc - Electrical and Electronic Engineering,Active,2,1,1.0,1,2.815,2.63,3.0,3.07,0,0,0,0,0,1,0,0,0,0,0,0,0
S011fae987f9707e3,2027,2023-2024,B.Sc - Business Administration,Semester 2,2024-2025,Active,Female,Country10,MCF,2.36,2.49,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,WASSCE - Ghana,wassce,65.0,60.0,,14.0,Calculus,3,2.49,2.13,2.54,2.4225,2.485,0.32212833881337855,2.13,2.89,B.Sc - Business Administration,Active,4,3,2.0,1,2.51,2.13,2.89,2.53,0,0,0,0,0,1,0,0,0,0,0,0,0
S013492c95f8de35c,2022,2018-2019,B.Sc - Computer Science,Semester 2,2021-2022,Graduated,Male,Country0,FFP,3.75,3.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,WASSCE - Ghana,,,,,,Calculus,3,3.0,2.46,3.25,2.836,2.893,0.7280575374088082,1.89,4.0,B.Sc - Computer Science,Graduated,10,8,4.0,2,3.0700000000000003,2.89,3.25,3.06,0,0,0,0,1,0,0,0,0,0,1,0,1
S0135013aafd32f75,2027,2023-2024,B.Sc - Computer Science,Semester 2,2024-2025,Active,Female,Country0,FFP,3.56,3.5,1,0,,,,,,,,,wassce,95.0,95.0,,9.0,College Algebra,1,3.5,3.0,3.5,3.3325,3.4875,0.3318006429569821,3.0,3.72,B.Sc - Computer Science,Active,4,3,2.0,1,3.335,3.0,3.67,3.35,0,0,0,0,0,1,0,0,0,0,0,0,1
S0197308ad75e74cb,2028,2024-2025,B.Sc - Business Administration,Semester 3,2024-2025,Active,Male,Country5,FFP,2.56,2.76,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,International Baccalaureate (IB) Diploma,french,800.0,,,13.33,Pre-Calculus,2,2.76,2.76,3.0,2.88,2.7800000000000002,0.31112698372208103,2.56,3.0,B.Sc - Business Administration,Active,2,1,1.0,1,2.7800000000000002,2.56,3.0,2.76,0,0,0,0,0,1,0,0,0,0,0,0,0
S01c1a38d8b404869,2027,2023-2024,B.Sc - Business Administration,Semester 3,2024-2025,Active,Female,Country39,Other,0.75,2.06,1,1,,,,,,,,,,,,,,Pre-Calculus,2,2.06,2.0,2.42,2.148,1.8379999999999999,0.6490146377393964,0.75,2.5,B.Sc - Business Administration,Active,5,3,2.0,2,2.0,2.0,2.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0
S01cb84ace2cdfdd2,2021,2017-2018,B.Sc - Management Information Systems,Semester 2,2020-2021,Graduated,Female,Country0,FFP,4.0,3.19,1,0,,,,,,,,,,,,,,Calculus,3,3.19,2.63,3.19,2.887777777777778,3.2422222222222223,0.7096967270915405,2.0,4.0,B.Sc - Management Information Systems,Graduated,9,8,4.0,1,2.9699999999999998,2.94,3.0,2.97,0,0,0,0,1,0,0,0,0,0,1,0,0
S01da54e779d55252,2021,2017-2018,B.Sc - Mechanical Engineering,Semester 2,2020-2021,Graduated,Female,Country0,AFA,3.33,3.53,1,0,,,,,,,,,,,,,,Calculus,3,3.53,3.45,3.75,3.536666666666667,3.535555555555556,0.24259591459416166,3.17,3.9,B.Sc - Mechanical Engineering,Graduated,9,8,4.0,1,3.6033333333333335,3.39,3.75,3.58,0,0,0,0,1,0,0,0,0,0,1,0,0
S01e4fa63186732d0,2027,2023-2024,B.Sc - Electrical and Electronic Engineering,Semester 2,2024-2025,Active,Male,Country0,FFP,3.95,3.76,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,WASSCE - Ghana,wassce,95.0,95.0,,7.0,Calculus,3,3.76,3.13,3.76,3.5275,3.7424999999999997,0.4108020610139797,3.13,4.0,B.Sc - Electrical and Electronic Engineering,Active,4,3,2.0,1,3.51,3.13,3.89,3.53,0,0,0,0,0,1,0,0,0,0,0,0,0
S022f0d67d2fc1382,2028,2024-2025,B.Sc - Computer Science,Semester 3,2024-2025,Active,Male,Country0,AFA,3.78,3.82,0,0,,,,,,,,,wassce,95.0,85.0,,7.0,Calculus,3,3.82,3.82,3.88,3.8499999999999996,3.83,0.07071067811865497,3.78,3.88,B.Sc - Computer Science,Active,2,1,1.0,1,3.83,3.78,3.88,3.82,0,0,0,0,0,1,0,0,0,0,0,0,1
S0235f729a56ee731,2025,2021-2022,B.Sc - Mechanical Engineering,Semester 2,2024-2025,Graduated,Male,Country2,Other,2.88,2.9,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Other Official Exam,other,,,,,Calculus,3,2.9,2.88,3.38,3.0088888888888885,2.921111111111111,0.24932130095744146,2.7,3.5,B.Sc - Mechanical Engineering,Graduated,9,7,4.0,2,3.19,2.88,3.5,3.38,0,0,0,0,1,0,0,0,0,0,0,0,0
S02461720ece27247,2019,2015-2016,B.Sc - Computer Engineering,Semester 2,2018-2019,Graduated,Male,Country0,Unknown,3.13,2.59,0,0,,,,,,,,,,,,,,Calculus,3,2.59,2.52,3.13,2.7744444444444443,2.6933333333333334,0.6434865965970076,2.06,4.0,B.Sc - Computer Engineering,Graduated,9,8,4.0,1,3.3200000000000003,2.83,4.0,3.13,0,0,0,0,1,0,0,0,0,0,0,0,1
S024917b0a2124327,2020,2016-2017,B.Sc - Business Administration,Semester 2,2019-2020,Graduated,Male,Country0,Unknown,3.5,2.69,0,0,,,,,,,,,,,,,,Calculus,3,2.69,1.88,2.69,2.5136363636363637,2.9227272727272724,0.8010629302257208,1.88,4.0,B.Sc - Business Administration,Graduated,11,8,4.0,3,2.72,1.88,4.0,2.56,0,0,0,0,1,0,0,0,1,0,0,0,0
S024b1f4f1b45a104,2022,2018-2019,B.Sc - Computer Science,Semester 2,2021-2022,Graduated,Male,Country0,MCF,4.0,3.95,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,WASSCE - Ghana,,,,,,Calculus,3,3.95,3.85,3.95,3.91625,3.95125,0.06998724373565714,3.83,4.0,B.Sc - Computer Science,Graduated,8,8,4.0,0,3.855,3.83,3.88,3.85,0,0,0,0,1,0,0,0,0,0,1,0,1
S025d093f827774aa,2017,2013-2014,B.Sc - Business Administration,Semester 3,2017-2018,Active,Female,Country3,Unknown,4.0,2.36,1,1,,,,,,,,,,,,,,Pre-Calculus,2,2.36,2.31,2.46,2.3766666666666665,2.188333333333333,1.3408268593172896,0.0,4.0,B.Sc - Business Administration,Active,6,5,5.0,1,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0
S026736b16870c241,2025,2021-2022,B.Sc - Computer Science,Semester 2,2024-2025,Graduated,Female,Country0,FFP,3.25,3.22,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WASSCE - Ghana,wassce,95.0,85.0,95.0,9.0,College Algebra,1,3.22,3.17,3.52,3.32625,3.1875,0.3228334378149645,2.82,3.72,B.Sc - Computer Science,Graduated,8,7,4.0,1,3.5,3.5,3.5,3.5,0,0,0,0,1,0,0,0,0,0,1,0,1
S026fcab5f837cc46,2015,2011-2012,B.Sc - Business Administration,Semester 2,2015-2016,Active,Male,Country0,Unknown,3.5,2.96,0,0,,,,,,,,,,,,,,Pre-Calculus,2,2.96,2.95,2.96,2.955,3.75,0.3535533905932738,3.5,4.0,B.Sc - Business Administration,Active,2,2,5.0,0,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0
S0272b7926eb03cde,2022,2018-2019,B.Sc - Computer Science,Semester 2,2021-2022,Graduated,Male,Country0,FFP,3.25,3.22,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,WASSCE - Ghana,,,,,,Calculus,3,3.22,2.62,3.22,2.9675000000000002,3.1775,0.4998213966722799,2.33,3.75,B.Sc - Computer Science,Graduated,8,8,4.0,0,2.775,2.67,2.88,2.76,0,0,0,0,1,0,0,0,0,0,1,0,1
S028f7bfe98f91c5c,2021,2017-2018,B.Sc - Computer Engineering,Semester 2,2020-2021,Graduated,Male,Country0,MCF,3.5,3.75,0,0,,,,,,,,,,,,,,Calculus,3,3.75,3.73,3.88,3.782222222222222,3.763333333333333,0.17909494688572322,3.5,4.0,B.Sc - Computer Engineering,Graduated,9,8,4.0,1,3.85,3.67,4.0,3.8,0,0,0,0,1,0,0,0,0,0,1,0,1
S02947b236b94ce1f,2026,2022-2023,B.Sc - Management Information Systems,Semester 2,2024-2025,Active,Female,Country0,FFP,3.0,2.42,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,International Baccalaureate (IB) Diploma,ib,,,,,Pre-Calculus,2,2.42,2.23,3.13,2.5785714285714287,2.4842857142857144,0.5761324252535795,1.61,3.0,B.Sc - Management Information Systems,Active,7,5,3.0,2,2.815,2.63,3.0,3.13,0,0,0,0,0,1,0,0,0,0,0,0,0
S02a65a034b2440fc,2020,2016-2017,B.Sc - Business Administration,Semester 2,2019-2020,Graduated,Female,Country0,Unknown,4.0,3.69,1,0,,,,,,,,,,,,,,Calculus,3,3.69,3.13,3.69,3.50625,3.6887499999999998,0.29662084985959514,3.13,4.0,B.Sc - Business Administration,Graduated,8,8,4.0,0,3.285,3.13,3.44,3.29,0,0,0,0,1,0,0,0,0,0,1,0,0
S02c2ed814859982e,2019,2015-2016,B.Sc - Management Information Systems,Semester 2,2018-2019,Graduated,Female,Country0,Unknown,2.75,2.75,1,0,,,,,,,,,,,,,,Calculus,3,2.75,2.75,3.13,2.815,2.6875,0.24886886965973523,2.39,3.13,B.Sc - Management Information Systems,Graduated,8,8,4.0,0,2.785,2.44,3.13,2.76,0,0,0,0,1,0,0,0,0,0,0,0,0
S02dad1f8a3727dc8,2015,2011-2012,B.Sc - Computer Science,Semester 1,2015-2016,Active,Male,Country0,Unknown,3.5,3.71,0,0,,,,,,,,,,,,,,Calculus,3,3.71,3.71,3.71,3.71,3.5,,3.5,3.5,B.Sc - Computer Science,Active,1,1,5.0,0,,,,,0,0,0,0,0,1,0,0,0,0,0,1,1
S033ee0a3d43f0abe,2021,2017-2018,B.Sc - Business Administration,Semester 2,2020-2021,Graduated,Male,Country0,FFP,3.75,3.08,0,0,,,,,,,,,,,,,,College Algebra,1,3.08,2.88,3.63,3.063636363636364,3.1045454545454545,0.44428287467251387,2.56,3.75,B.Sc - Business Administration,Graduated,11,8,4.0,3,3.1366666666666667,2.78,3.63,3.16,0,0,0,0,1,0,0,0,0,0,1,0,0
S03497264bc0da9a5,2026,2022-2023,B.Sc - Computer Science,Semester 2,2024-2025,Active,Male,Country0,FFP,3.61,3.65,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WASSCE - Ghana,wassce,95.0,95.0,75.0,11.0,Calculus,3,3.65,3.38,3.66,3.5849999999999995,3.6466666666666665,0.1585770054789365,3.38,3.83,B.Sc - Computer Science,Active,6,5,3.0,1,3.38,3.38,3.38,3.38,0,0,0,0,0,1,0,0,0,0,0,0,1
S038629ff81040f38,2028,2024-2025,B.Sc - Computer Science,Semester 3,2024-2025,Active,Male,Country9,MCF,3.11,3.18,0,1,,,,,,,,,oa_level,,,,12.0,Calculus,3,3.18,3.18,3.25,3.215,3.1799999999999997,0.09899494936611658,3.11,3.25,B.Sc - Computer Science,Active,2,1,1.0,1,3.1799999999999997,3.11,3.25,3.18,0,0,0,0,0,1,0,0,0,0,0,0,1
S0398f69ecdc86b5c,2015,2011-2012,B.Sc - Computer Science,Semester 1,2015-2016,Active,Male,Country0,Unknown,1.5,2.32,0,0,,,,,,,,,,,,,,Pre-Calculus,2,2.32,2.32,2.32,2.32,1.5,,1.5,1.5,B.Sc - Computer Science,Active,1,1,5.0,0,,,,,0,0,0,0,0,1,0,0,0,0,0,1,1
S03a2fc5b6e2fa7ef,2025,2021-2022,B.Sc - Computer Engineering,Semester 2,2021-2022,Exited,Male,Country0,AFA,0.67,0.67,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,IGCSE 'A' Level,oa_level,100.0,,,,Calculus,3,0.67,0.67,0.67,0.67,0.67,,0.67,0.67,B.Sc - Computer Engineering,Exited,1,1,1.0,0,0.67,0.67,0.67,0.67,0,0,0,0,0,0,0,0,1,1,0,0,1
S03a7dd0a38bbdd92,2027,2023-2024,B.Sc - Business Administration,Semester 2,2024-2025,Active,Female,Country1,Other,3.39,3.51,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,High School Diploma,,,,,,Calculus,3,3.51,3.25,3.56,3.455,3.5075000000000003,0.2248518030466585,3.25,3.72,B.Sc - Business Administration,Active,4,3,2.0,1,3.4850000000000003,3.25,3.72,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0
S03c9b60ffe971331,2025,2021-2022,B.Sc - Computer Science,Semester 2,2024-2025,Graduated,Male,Country0,FFP,3.63,3.52,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WASSCE - Ghana,wassce,95.0,75.0,95.0,11.0,College Algebra,1,3.52,3.0,3.52,3.3925,3.5175,0.30634947364080767,3.0,4.0,B.Sc - Computer Science,Graduated,8,7,4.0,1,3.0,3.0,3.0,3.0,0,0,0,0,1,0,0,0,0,0,1,0,1
S03fbbc47508644e0,2024,2020-2021,Undeclared,Semester 2,2020-2021,Course Completed,Female,Country35,Unknown,0.0,0.0,1,1,,,,,,,,,,,,,,Unknown,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Undeclared,Course Completed,1,1,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0
S03ff1c52a61cc6fc,2025,2021-2022,B.Sc - Business Administration,Semester 2,2024-2025,Graduated,Male,Country0,FFP,3.25,3.47,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WASSCE - Ghana,wassce,85.0,75.0,85.0,13.0,Pre-Calculus,2,3.47,3.47,3.75,3.5211111111111113,3.477777777777778,0.18164372943882331,3.25,3.75,B.Sc - Business Administration,Graduated,9,7,4.0,2,3.75,3.75,3.75,3.75,0,0,0,0,1,0,0,0,0,0,1,0,0
S041fed76d0180d65,2023,2019-2020,B.Sc - Mechanical Engineering,Semester 2,2022-2023,Graduated,Female,Country1,MCF,3.25,3.24,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"High School Diploma
Other Official Exam",,,,,,Calculus,3,3.24,2.75,3.24,3.04375,3.22125,0.31279557450285544,2.75,3.8,B.Sc - Mechanical Engineering,Graduated,8,8,4.0,0,2.9299999999999997,2.75,3.11,2.94,0,0,0,0,1,0,0,0,0,0,1,0,0
S04455bf81dd6bcd9,2023,2019-2020,B.Sc - Computer Engineering,Semester 2,2022-2023,Graduated,Male,Country0,FFP,4.0,3.69,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,IGCSE 'A' Level,,,,,,Calculus,3,3.69,3.5,3.69,3.6237500000000002,3.70375,0.1788804469071852,3.5,4.0,B.Sc - Computer Engineering,Graduated,8,8,4.0,0,3.5549999999999997,3.5,3.61,3.56,0,0,0,0,1,0,0,0,0,0,1,0,1
S0497d986778b74f7,2018,2014-2015,B.Sc - Computer Science,Semester 2,2017-2018,Graduated,Female,Country1,Unknown,3.0,2.94,1,1,,,,,,,,,,,,,,Calculus,3,2.94,2.86,2.94,2.9116666666666666,2.985,0.19826749607537794,2.67,3.25,B.Sc - Computer Science,Graduated,6,6,4.0,0,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1
