student_id,cluster,cluster_name,pca_1,pca_2
Sa1ecd57a8852c924,2,Average Performers,-1.2978372362144899,-1.421059746766991
S6c38bb98b500fa33,0,High Performers,2.9261576759122256,1.7060581512240316
Sd5667b139da6410c,2,Average Performers,-2.0495650951570537,3.1508071719797472
S6004bc4e5822281b,1,At-Risk Students,-4.5206244646909965,-0.9231961776397275
Sed178d245660106d,0,High Performers,0.5470010792233333,1.925856421561225
S69f3b2741b04f590,0,High Performers,2.51902811708712,1.2421935325599989
Se4dbe13d4108e4b8,0,High Performers,2.8965397635046406,-1.0740781031086215
Sd12571ac3ceb0a49,2,Average Performers,-1.8435944369721262,-0.7829238015735606
S003e475aa47d58dc,0,High Performers,0.9869968386714624,-1.3658689543393137
Sd7bcc80621dd9a52,0,High Performers,1.0678319974069757,-0.7578305482656085
S75c89373df95278a,0,High Performers,0.6075153609666065,1.8707313584037581
S96f25d7f0c324b19,0,High Performers,0.8158805594789353,1.0691161620106264
Sfe8179e84bfa4cc5,0,High Performers,2.25535767920201,-0.978471646629535
S416f6e932083b40d,2,Average Performers,-1.089434714330856,-1.588500281164086
S483558da219af6b6,0,High Performers,1.946211463596733,-0.04269091671872304
S9c230d6b202a8655,2,Average Performers,0.6249419193628372,-1.431730884050205
S2b7001e44e0c0a14,2,Average Performers,0.06674392765311951,-1.2080758052188942
S4cf891920ed46279,2,Average Performers,-1.2190630097382982,3.484964174871372
Sf42f0dcc8be0a603,2,Average Performers,-0.7483076734901458,-0.9762755457213517
S175445784892a463,0,High Performers,1.606373832276879,-0.6378787541307496
S9a94cb9667aa7377,0,High Performers,3.3520173364598014,-0.18530724737800777
Se35450371d7d4c8d,2,Average Performers,-1.327548700220984,-0.7841783141277343
S1b58994f844adcfb,2,Average Performers,0.3917196421071539,1.3867336564872046
Sa74966df37a1e51e,0,High Performers,1.4299661908401273,-0.5260558345490632
S3cfe32c09d62979d,0,High Performers,1.8364395263052806,0.883722310211585
S244c4a44b551713a,0,High Performers,2.022213766369829,1.1013736512858816
S942374c482c37115,0,High Performers,1.0667260268374992,0.9760123854583455
S752d6a6cbf122c22,0,High Performers,1.5672940759673202,-1.1334607569018216
S0cd9e0ba95928b9e,0,High Performers,2.8403479027575838,-0.17408868990627038
S8f26fdd259e72d91,0,High Performers,1.0118906893306368,-1.11480984817992
S199667fdf08b2f78,2,Average Performers,-0.8049461444754367,1.439173502774937
Sb4d67b42ce361fc5,0,High Performers,2.2866678708203847,0.9849344828515737
S2301ec11c3573d23,0,High Performers,2.9048619759441365,1.1621802156650403
S2ca2298ce676219b,2,Average Performers,-1.3540262664158578,-1.4927094857991074
S5f8822e93b837d9c,0,High Performers,1.5527392173294587,-0.5423549476905117
Sd95a7ea61aa5e281,2,Average Performers,-1.2357752152656647,1.0304078743373013
Sfbf7b9df4826f367,0,High Performers,1.2529996587057404,-0.8537403673492165
S84d7d8cc0388df69,2,Average Performers,-1.0273537449056651,1.5590119787528696
S44563ebbe0fbf155,2,Average Performers,-1.334018642928365,-0.8711450918204875
S1d2b2b22f4111122,2,Average Performers,-0.3149325291271843,-0.6919097742165194
Sb335958a6b913b31,0,High Performers,0.9535519499340559,-0.7978791098585066
Sa59517f937ac00f0,2,Average Performers,-0.3735283521004499,1.674282875653028
S92393358ce94f3db,2,Average Performers,-0.21577616263506819,0.3707006104684498
S879f733cb0db5f98,2,Average Performers,-1.4473880245023492,-1.012266661719287
S33c006bfe18c5f98,2,Average Performers,-1.061865647592599,-1.8095620511290518
S6efc8c79c92027e7,0,High Performers,0.6402213494855825,0.9288290226501693
Sd4ee1df6337f918d,2,Average Performers,-0.7664765067813771,1.6422210176859537
S3413f3baca208e65,0,High Performers,1.0535597528207457,-0.6641901166772803
S516445a862820bef,0,High Performers,2.438601862957861,0.8586617356284595
Sab757045084ba11e,0,High Performers,1.427729615278603,-1.161128447602218
S9af5b0d6c640c4b6,0,High Performers,3.5884515668795864,1.102282102901449
Sf959eb6bd6039906,2,Average Performers,-0.8456540201970498,1.0414183679483497
Sc27895c43dc5831a,0,High Performers,3.0354611413546664,1.3874823799350795
Sb5975b728ea6b927,0,High Performers,1.0853971685882382,0.6785436255857732
S4b7de3c91161db7d,2,Average Performers,-0.8436296035206674,-1.5133829331826227
Sb6ffe272009cd8c6,0,High Performers,1.8223944153725105,-1.8367575191252479
S680b2dac64b474c9,2,Average Performers,-0.11959048064088487,0.590869976554049
Sb8ce3cf5ddbd56fb,2,Average Performers,-1.791623600183021,1.3202737160465052
S3eee7868fe3fc07c,2,Average Performers,-0.40049429215782656,2.0964700282682434
S7748456059d259f9,2,Average Performers,-0.377104393128273,-1.987458841644108
S7898f52db8f8a67f,0,High Performers,2.146453638486956,-0.5024873996418091
S7dff9a920dec80a4,2,Average Performers,0.46618390136401655,0.5869314223460819
S86744f59a9957e24,0,High Performers,0.8788618265884184,-1.1954886039834365
Sc6338537d20a65df,0,High Performers,0.7765170030560667,-0.8025687589368032
Se5226cd4693d68f0,2,Average Performers,-2.7525116733145607,-0.5983498751105942
Sbe8783c635ba19f9,0,High Performers,1.8320293146988942,1.1078726213354908
S57c44f2990a49e07,0,High Performers,0.7839989645965928,0.7877716096385983
S5bcfd665cd36ffde,2,Average Performers,-2.5273331779462396,-1.2470830824082857
Sc3add218c21b7f44,2,Average Performers,0.5907515201384684,-1.3974862043367409
S7c5094891d06ed2e,2,Average Performers,0.31033233860857923,-0.7200444896722302
S7c4714f6aa3ad8c7,2,Average Performers,0.0704182492451861,0.8299864291724065
S5b1f63afde5455ad,0,High Performers,1.8533996722360047,1.1192162341708483
S5a3ef24cf76e1296,2,Average Performers,-0.050330530431562714,-1.986111496121346
S8675f9f651f92c32,0,High Performers,1.274745420916659,0.08943334992273025
Sf64dda2b55aed1be,0,High Performers,2.1607036358587903,-0.33714773509560714
Sc8545f352d6b47cf,0,High Performers,3.4305469827434547,-1.289485657048559
Sf2f370e9a27c64f8,0,High Performers,1.3634713414781563,0.997905826489583
S4104669ea81d58bc,0,High Performers,2.353225323807232,1.4363327959107057
Sc73ecfefda52189b,2,Average Performers,-0.5656228287422476,-2.451079854339028
S31240801342c372a,2,Average Performers,-2.0341172977256736,-2.001808518596697
S6bc470c46992a74a,2,Average Performers,0.18563533653593814,-1.3362064792227037
S2387d62e2f19b52a,0,High Performers,3.0117187651796486,-0.018954337521173592
Sc0bc71af319dff81,1,At-Risk Students,-11.800052974721561,-0.3776148729324409
Sf00ff530ee0cf2cb,0,High Performers,3.020190603868382,0.06203067479054144
Sac04c18541f19878,0,High Performers,1.4119982922297112,-1.2464465918753962
S0c5962cfdb63028f,0,High Performers,1.3492453791832677,-1.579611598786537
S76e65c13d413e6f5,0,High Performers,2.226375839444094,-0.8090057917038572
Saa9dde00dc09db86,2,Average Performers,0.18203386010982434,-1.2794998529859736
Se41ec605e86b34f5,2,Average Performers,-1.8199298856537063,-1.2459184748863443
S6bb6e5fa843580b7,2,Average Performers,0.038324391061365586,1.2036846473151404
S8a6ed057e41f71df,0,High Performers,2.415321787504791,0.06608188285930384
S74468bdd6ac8939c,0,High Performers,1.9694943164106224,1.5980025440017434
S0dab0aa7cc03d296,0,High Performers,3.3409927784181686,-0.7193486623234406
S530a2d72f764ccee,2,Average Performers,-2.238672953739787,-2.029880209028488
S80a3897073de17c7,2,Average Performers,-0.926277043084484,-1.265373524267815
S843c72fa6fbf2976,2,Average Performers,0.5171211819749415,1.008774756730521
Sf672d7e12e5ea552,0,High Performers,0.8160362450667766,2.2363812030345245
Se1c85bab1183ae91,2,Average Performers,-1.7527535410316075,0.6514524676031163
S7047a4e6df5e8cf5,2,Average Performers,-1.393874466704244,1.329631734073407
S6f7d2fed47b715f2,0,High Performers,2.249567183808053,-0.45834369868797437
Sfe6cf9b74fde39f6,0,High Performers,1.224991642685447,1.8150473598719659
S97e3104679da6374,2,Average Performers,-0.18870971223704971,-1.1834341995546944
Sa44ce87d8a079524,0,High Performers,1.4284044626825412,-0.926976732677213
Scf3855b850a644a3,0,High Performers,0.8903564614805268,-1.2919906709580466
S11a9e664507939a6,2,Average Performers,-0.8948484758206179,1.0821206002442858
Sd0ec19b0119ea24c,2,Average Performers,-0.45892291585982514,-0.8239622953755941
S041fed76d0180d65,2,Average Performers,0.15834443676003135,1.1031495869784922
S7c922e4a709104a0,0,High Performers,0.995780572805608,-1.3551439797501643
S6a46c7e3a2ada44c,0,High Performers,1.7001428645898131,0.8295490869596286
S73c374a41952ea25,2,Average Performers,-0.28040461128333144,1.0264155838978697
Sb06b1dda8594c9e2,0,High Performers,0.6094323404166803,-0.5962105706235876
Sb1549d9e3f17624c,0,High Performers,1.0681890396232596,-1.0915230347987819
Sff3b8d94d1f50cb2,0,High Performers,1.831452776103145,-0.46293636734661303
S3cec19667da5286b,0,High Performers,1.3997811141641792,-1.1195569104059107
Sbc4efdd7499702f9,1,At-Risk Students,-6.0452327045235,3.7229695994833225
S4764480a1243968d,0,High Performers,2.6926584142999763,-0.9500148472242312
S2715e84e2edde5db,0,High Performers,1.641429001032127,1.038829382723223
S4a386a5f4311411e,2,Average Performers,-2.829660553617082,2.703406918679064
Sc0d8aca5343804d6,0,High Performers,2.4333642521908954,1.7276427920980304
S5e7591e04f465f95,2,Average Performers,-0.6455863935494636,-0.8091172447388727
S1f0a23491bbf3e3d,2,Average Performers,-1.471054204137334,1.4790300088471717
Sd4ea7829b3962e88,1,At-Risk Students,-5.541104956028624,-0.9111090230296841
S449194a5f3147f74,2,Average Performers,-3.793473942162894,-0.5238271029877286
S2b850096408d90be,0,High Performers,0.4093313609181998,-0.5833908486422058
Sa1517e1621b8e623,2,Average Performers,0.37435044772255743,-1.3993022521482497
S784744b9d3f18c5c,0,High Performers,1.2830139408673717,-0.7551110121315523
S8d8f502940b2c7b7,0,High Performers,1.7827687702239066,-0.7297598959963186
S5b3f1226d647586a,2,Average Performers,-2.2202520726118036,1.8917439260678737
S8ec8eaa18dd7d8cb,0,High Performers,2.7860687631009715,1.697609599655686
S98858bf31b535562,2,Average Performers,-2.2669890174702743,-1.0799787975803758
Sea63efebee0fa12c,2,Average Performers,-1.0402122979631587,-1.6866827789885717
S013492c95f8de35c,0,High Performers,0.5725067702269502,1.5755097303201446
S9dcd6af6301b09c5,0,High Performers,1.857981503923701,-0.6879421826922747
S1b978a256e14632b,2,Average Performers,-0.7342901140031209,0.5610537577509296
Sc3cc2e7a2a050d7d,2,Average Performers,-1.100646163359068,-1.0337514917142532
Sd09f415dcf8cc376,0,High Performers,1.4264247268311214,-1.0049723148688654
Se763bac5fc47a365,0,High Performers,2.495879650247378,1.3707274831801262
S4d141b7b8e89828f,2,Average Performers,-2.077353930792756,-2.009378190697263
S718fdf62307dcbbd,2,Average Performers,0.05541450834546038,-0.9856717464068155
S1d417fd6f407e8f9,0,High Performers,1.8240720253836327,-0.7928390331431935
S280ce09f517aa6d2,0,High Performers,3.013051261109811,1.247391506785855
Sab784b25f9dd8e98,1,At-Risk Students,-3.8235052277970385,-1.3618991129340874
S3c19f15838ba4307,0,High Performers,0.6173665465303043,1.0783171436497443
Sadd6f9f753c14a12,0,High Performers,1.457062983990689,-0.20173759163343705
S379798ebea5dc19e,2,Average Performers,-0.23947586722238917,1.1081200296884715
S894e8baf4fa4c2ae,2,Average Performers,-0.050785026113324735,2.036572272922209
S209478d6797083d3,2,Average Performers,-2.665644243838439,-1.1127079943448774
Sda2ace038b947a9c,0,High Performers,2.9982297896621026,1.5408953837898198
S7871b23d43e84617,2,Average Performers,-0.012918128504190404,1.0534604918828974
S88a3f3693adca722,0,High Performers,0.8091170951159696,-1.340298929113443
Se588046e69197281,0,High Performers,1.20261176525692,-0.7519094894141363
Sc63fc2f4a09a54c7,2,Average Performers,-1.8488171255828751,0.44836664114664765
Sadc006e8c21554e9,2,Average Performers,-1.1898827946412602,0.5272644753812128
S6ab467f8922c17e7,2,Average Performers,-2.924492862336621,3.3581884406311047
Sa6a39907682e0e56,0,High Performers,0.613270730133517,-1.0878286914446917
Sd56f1918d28e5707,0,High Performers,3.100576698977726,-0.704582556663776
S269def424ca7da00,0,High Performers,3.6307698014289054,-0.6900500120063273
S49f632730d703493,2,Average Performers,-3.1828507515831816,1.7330185777484863
Sa596c2be96b18284,0,High Performers,1.2512938139680274,-0.5530174363656241
Scda90728fe5ceeb0,0,High Performers,1.2950692175534657,-0.007968174021014778
Sf6ee896ee9e8bc2c,0,High Performers,2.400453669237578,0.11447367826126721
Scfde626ba7ccfa63,2,Average Performers,-2.022450892307266,-0.9331729389021024
S4466b58296f3fbf3,2,Average Performers,-0.5042097023049329,-1.3919317799404427
S22db7b18c5accba1,1,At-Risk Students,-4.2244128386988145,-1.3466081766939872
S3d2add712997d285,2,Average Performers,-3.938088878463883,-1.6979505036195504
Se7c8252cc1fb793e,2,Average Performers,-1.8762302752145503,4.473001078679654
S1733ef75250705ec,2,Average Performers,-1.369560595220841,-1.0961674668962018
S57c1021ffb73f239,2,Average Performers,-1.8395689366686792,1.1628292791027157
S604dfa6a89cc73c8,2,Average Performers,0.13847264712598603,-0.9664274839534984
Sc3a2fa2ab64d4ff9,1,At-Risk Students,-6.638934101351642,-0.36035192246487685
S31cdf466e9216faf,2,Average Performers,0.5251601804421515,-1.196070907744407
Sba14c340b1b03a9c,2,Average Performers,0.3215983207985414,-1.2518321622855773
Sfe3918a247746eeb,2,Average Performers,0.19846100058828361,0.6757983391038089
S8f9387649729ad82,2,Average Performers,-2.1668686068120433,0.363438278596886
S952620dae0fc2dd1,2,Average Performers,-2.895522726508665,-1.4371775857070714
Sc4a8fa5619973f45,2,Average Performers,-0.38955747310139577,0.7640269262768262
Sdb87a49485247c6c,0,High Performers,3.3520173364598014,-0.18530724737800777
S5d464482f65bdc5f,2,Average Performers,-1.6068591759254298,0.9421600680543013
S4d0282f3bd0c7807,2,Average Performers,-2.3981577610592986,-1.0856630863598498
S5501cf434163e473,0,High Performers,3.1035118987591805,1.2223780392132984
S9c19dbbeec0b4178,2,Average Performers,-1.0667253253492974,1.0457385551127811
Sbc0dbb185614540d,2,Average Performers,-1.0807663485489738,-1.6925325944394178
Sc793baa0a8dc43ce,2,Average Performers,-1.208523155054949,-1.566007819886581
S6f194eb17880470d,0,High Performers,1.507805180747758,-1.1812932130868632
Se03b308bd437a0fe,0,High Performers,0.8895792098176422,-1.6810181304536558
S48a69174eb3b43d2,2,Average Performers,0.48814272375867496,-0.3231556387842339
Se19fecc3efa5dd47,2,Average Performers,-1.358067364640402,0.7414252529651025
S4930a0dec2228870,0,High Performers,3.1894589025465634,1.1355685872041688
S6e93a03e9b42b83a,0,High Performers,1.74300459075763,-0.36582360269735187
Sed3927638216dd7b,0,High Performers,3.4828096236404953,-0.7397011046276459
S5f5c474f117e0d3c,2,Average Performers,-2.710883141686167,-0.9952007859837173
Scef30277754a2117,0,High Performers,0.7379767920187169,1.3996656581776392
Sd728454c7c36de67,2,Average Performers,0.2192534972661897,-0.8589123172389441
S78fb4ed26c7169ce,1,At-Risk Students,-4.52023616813957,0.7034639525817425
Sfecefe2a1bcffcda,0,High Performers,0.45175691845049,-0.6173823319477914
S5b146314dd326ba1,0,High Performers,1.7426915714669962,-0.6165181349251958
Sa816119588e15ea1,2,Average Performers,-0.16097506164569847,-0.9105662264627884
S8fe13191b818b66f,2,Average Performers,-1.2062385579375026,-2.2444577114524407
S9ead1aae593943ba,2,Average Performers,-0.15730288605406484,-1.9303552982558243
Sff8f66776e66a212,0,High Performers,2.1613129852064104,-0.9162429525805091
S4eaa58311a817096,1,At-Risk Students,-5.951272828533803,-1.62565657616556
S5611cffb64a66bdd,0,High Performers,3.073506295639027,-0.7463935703084683
Sbf11476c37fa502f,0,High Performers,2.1170499712736794,1.19977083202459
Sfe9eea1f54854ce4,2,Average Performers,-0.6382265294518532,0.7641395842073982
S5769f8c6c6753ff9,2,Average Performers,-0.8149926863281127,0.9747907889027096
S7e984918a979e0c0,0,High Performers,0.7792897452763269,-0.7607158246174687
S26be41146dd916d3,1,At-Risk Students,-3.561930817153074,3.8258861246285583
Sf6d4c40a8bb17bf8,2,Average Performers,-0.08304910908716145,-1.4662260719653606
S3816834f1d44a2cf,0,High Performers,2.020455416033133,-0.19587409771290626
Sd1ec0bcc63938342,2,Average Performers,-1.662144813134606,1.67197588913016
S7e10413fca37a8b0,0,High Performers,2.0163086833224964,-0.49952791429852683
S6a7832a6722d68ed,2,Average Performers,-1.5644674416697157,0.654621018052428
Sf5e0bd6e4ac23ded,2,Average Performers,-1.059100247804029,-1.4477345050559143
Sd140f929af283009,0,High Performers,1.1485848849290843,-0.5333710829452541
S8ef9a44688250ad7,0,High Performers,0.9999288746651457,0.8823616751030586
S6f6465e2514041ea,0,High Performers,1.8284583616486156,1.7908590046488653
S978d60e2a55b6f2c,0,High Performers,1.2572740181169177,0.7149256707172786
Sfae04725e15f519e,1,At-Risk Students,-5.2342368002823125,-1.4622353859344892
S65593d48b1a17eee,2,Average Performers,0.1633425309650455,-1.755713484072934
S9b50e652f49c3de2,0,High Performers,1.9151366388333109,1.6619404428473556
S85af7877a6b745df,2,Average Performers,-2.3037391712737443,-0.17769030065608638
S9aeee5302c38fea2,2,Average Performers,-2.9182529905595405,-0.6719196818039044
Se8788f8ccb5f1c8d,1,At-Risk Students,-4.501333354461375,-1.016544205343164
Sb7431babd635a55a,2,Average Performers,-0.2211729762044226,-1.1623799885119652
S3f70995c9e68464a,0,High Performers,1.2306669635248466,-0.7903689015884968
Sddc9d2f2a2201214,2,Average Performers,0.4821019865444929,-1.0935129802241657
S8924151178522819,0,High Performers,2.5499049043377027,-1.0885126531834077
S0b62231f49e54ba1,0,High Performers,3.4985909119028045,-0.06696875922748909
S6a275db4779e413f,0,High Performers,2.511135949197356,-0.8840386671294945
S4bf3d76f7853ea28,0,High Performers,1.8162600169053764,-1.2904029675329138
S3946a73b3e1ee974,2,Average Performers,-0.23364501559576395,-1.9025996160186547
S6011ab77df381361,0,High Performers,1.630936746782648,1.0577633385210137
S990d228a24a05bc9,2,Average Performers,-1.9565286700534628,-1.431545835740088
Sd201ed28349b2ccd,1,At-Risk Students,-4.578263555411234,-1.0871065250496288
S0d49e1245e7e04d6,0,High Performers,0.4120761164939966,-1.4868465790078975
S1fd45967b392ab05,0,High Performers,3.050909452270904,-0.6499201481046285
Sc6fe6713694ba29c,0,High Performers,1.3929735536140142,0.5724049947835609
Sda68f72b8b733e8d,0,High Performers,0.559418413725746,-0.9314445448569112
S862b14779c6ad806,2,Average Performers,0.46081956524098105,0.6543543126163539
S3c1cf6ea6ee28f6c,2,Average Performers,-3.5766583774842142,-1.5430119976108108
S523c92adf3c9edad,2,Average Performers,-0.5572054982427567,0.8717772169729878
S7f07b3140c1a8c5e,2,Average Performers,0.289417744487757,0.7975826270413933
S7042fcddd951edc1,2,Average Performers,-0.8293942344438588,-1.9246642319683718
S32495a3d2a99e5fe,2,Average Performers,-3.304689324794992,1.453296047347891
S305f30ea2e14c6bb,2,Average Performers,-0.3427706411722291,-1.6489444250913605
S8175a42f4e557e1e,2,Average Performers,-0.5438331907794691,-0.9536558238848895
S1c38adb0d8ca83c8,0,High Performers,2.8881440464049475,-1.096061505029544
S6d8aaebe8e446d0a,2,Average Performers,0.28145675838826284,-0.5480078971403615
Sb368e03b8d74a4f7,0,High Performers,3.0260942593474716,-0.9545753611991946
S1f6f048bb532faa7,0,High Performers,1.7385701015435129,-1.4809488041110654
S978a14c85ae2eaea,2,Average Performers,-1.8408942552694216,-1.0293195280577088
S7c88a5992445ce72,2,Average Performers,-0.21742492893647877,1.1689645428545394
Sec1625f2b6f1a4b6,2,Average Performers,-2.37100243055531,-0.9560799847551672
Sf9531bce7da116c3,0,High Performers,0.9768528513601621,-1.4604659022072688
S8e24e1ff97ee8453,0,High Performers,1.3187175119040988,1.5625294042162199
Sf4536fa72872654c,2,Average Performers,0.05658246944556639,0.36071321777642334
S9bbb788f8f88ad0d,0,High Performers,0.5593391676359647,-0.5577354126004233
S88af3f1096f10c30,2,Average Performers,0.11777558630937801,0.8795344211058271
Se09d131796fc9e34,2,Average Performers,-0.7410015584806152,0.4713617310259108
S7f02157772e691bb,0,High Performers,2.6468199126758165,-0.548671573930519
S7eba6c06c19da15f,0,High Performers,2.527309502840081,-0.33432092175798167
Sd5d95d9a5a42cc4f,0,High Performers,3.1801576449772084,-0.431690241659276
Se1010396639247ad,0,High Performers,0.5619771013958832,-1.0781918423974381
S3bfe89f2ecf86f0b,2,Average Performers,-2.1536196358962902,-0.9388572276815763
Se1c49b0bfa67571f,0,High Performers,1.5878787714612026,-0.8304840835861437
S6605c5387ce189e2,2,Average Performers,0.2670233633864724,0.5255165291705219
Scf7017a2f1a50882,2,Average Performers,0.15156932689162214,-0.6170255649245997
S46272c749e17b576,0,High Performers,1.8538085685073715,-0.42737643202179443
S25f757c70b024f13,0,High Performers,2.2127934776623026,-0.4305905069833272
Sa948af00367320bd,2,Average Performers,0.3296297441773078,0.6814826278832827
S5a75ec6b35b74fbb,2,Average Performers,0.14516449442025361,-1.7309928923855789
Sd8eda6e067c1540c,2,Average Performers,-3.488423509191487,2.3025460199929326
S7c8cdc659a94606d,0,High Performers,2.003296242546416,1.4283688156253087
Se0b9d99f098e99dc,2,Average Performers,0.09788444570520224,-0.6029759850645444
S1daedcdb14119071,0,High Performers,1.316596809266143,-0.6671774044478628
S56c188a3cff4b992,0,High Performers,2.1102773874297194,0.8867564532834965
S16fbe1bc34d9a840,2,Average Performers,-2.7582102707857996,2.627787987785412
S5372840debcd38b4,0,High Performers,0.7454415869850481,-0.5292640626914827
Sa2f8d6a844971d65,2,Average Performers,-2.2358347701666825,0.5781851729761908
S6722ff41881b7366,0,High Performers,1.9089937616264805,1.5871264885745857
S1c1172137946d4b7,2,Average Performers,0.1622027101294372,2.3295878321463035
Sf5c6ff5dd5229d23,0,High Performers,1.0833459647834272,1.1289736740420568
S7da740003ea53bfb,0,High Performers,1.923138880964625,0.7219911443636738
S8b9ab8dccbdcaf58,2,Average Performers,-1.8568448502295003,-1.8203123909558083
Sc251c05b07cce75e,0,High Performers,2.2073768655088655,0.7861169097639874
S2448eeaab69235d1,0,High Performers,0.998317735729389,-1.6059881652984263
Sba9ad51bba027703,1,At-Risk Students,-8.023653073130959,4.0052409051551825
Sf430e5fc32ddfcac,2,Average Performers,0.3402556698088211,0.7309863676059005
S024917b0a2124327,2,Average Performers,-3.180091912451389,1.3581318226362833
Sbbf809f0b45b67b9,1,At-Risk Students,-7.075360319028097,0.10830383422113818
Sed8546bbfbb80cfe,2,Average Performers,0.2601082188737063,-1.1500299291212677
S8c4cf2bf7361c997,0,High Performers,1.3715351839101866,1.7201595340703324
Secdb189949a86fa8,0,High Performers,1.0537592151931845,-1.416811859211421
S25391f39668a38b4,2,Average Performers,-2.1536196358962902,-0.9388572276815763
Sc0d7f85d8e335e42,1,At-Risk Students,-3.78597257135004,-0.6906170449592142
Scd647cf0b4eca36d,2,Average Performers,-1.2649857927009998,0.661706777522426
Sc62f793e03a92bfe,2,Average Performers,-3.175226296728884,2.3129967478045392
Sce3d3159b56f072f,1,At-Risk Students,-4.256925400867935,-0.4745198232658341
S279c6b478be6cde6,0,High Performers,2.6584782464291052,-0.32863663297850776
S8562618a52b86347,0,High Performers,1.9676082698943047,0.8894065989910589
S72f1684536c946de,0,High Performers,2.5332086465141477,1.822102636031693
S20c1572437ae3c78,2,Average Performers,-0.5864160756780916,0.5030761201581119
S22489dc7213ceeeb,0,High Performers,2.1710267650128467,1.7162742145390826
S6a206568cb1e8250,2,Average Performers,-0.3599734879639676,2.2236702738991174
S011fae987f9707e3,2,Average Performers,-2.5669698380429415,-1.2706742466695535
Sf31eaea1e41e766c,0,High Performers,0.6902829632245296,-1.9572687916990563
Sc688bb58bfe8922f,0,High Performers,0.4251136030792797,-2.363590384840669
S01da54e779d55252,0,High Performers,2.2219645924156883,1.807911870987287
S670c2938dea72e35,2,Average Performers,-1.8787012407719546,-1.515446640917003
Sc5da6431b9f1104e,0,High Performers,1.7494141017354843,0.008683259685322582
S2681f10dab13077c,0,High Performers,0.7804797708899613,1.7024106935721266
S6a333b18bf248716,0,High Performers,1.381666077278088,1.4703849574103596
S407f0ffdfdf2242e,2,Average Performers,-0.24922817447234935,-1.1239205763376043
Sb6222c82df2acab4,2,Average Performers,-0.3752296456800529,-1.3358434112881146
Sfe443c6cc83e9df8,2,Average Performers,-1.0665321601492237,-0.8441001838354598
S937ffb44f30c2178,0,High Performers,1.6151382239907974,-0.13742560880344887
S78c5d5a29a090873,2,Average Performers,0.2424635352614086,-1.4729530938359505
S02c2ed814859982e,2,Average Performers,-1.248563715825071,2.8183666565297463
S1c6af8e115819e29,0,High Performers,1.040175428786597,0.5860498847971706
Sc2c0900deb2bee8c,0,High Performers,0.8966270166682347,-1.300755476041892
Sae59ee3fd464e52f,0,High Performers,2.118398440219029,-0.4640279874674482
Sd4d1d56198fa139c,0,High Performers,2.85060373901047,-0.07711082096130549
Sb5cf659c04456299,2,Average Performers,-0.6838239427390885,0.9804750776821836
Seb71eeeac3915ff7,0,High Performers,2.2918129469929145,0.8234224681742927
S0ac7ac7bf58857fc,0,High Performers,0.891013049165545,-0.9638059145146992
